Study	Study_accession	Sample_type	Sample_group	Eager_label	Secondary_sample_accession	Run_accession	Sample_alias	Host	Country	Age_BP	avg_gc	avg_rl	No_reads_no_human	V22	Full
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524517	SRS11573714	SRR17524517	Brett.O	Titi Monkey	USA	7	51	251.943802672941	51853		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524518	SRS11573711	SRR17524518	Spencer.O	Titi Monkey	USA	7	51	252.242240892275	54871		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524519	SRS11573713	SRR17524519	Harry.O	Titi Monkey	USA	7	51	252.049501979222	69977		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524520	SRS11573712	SRR17524520	Carl.O	Titi Monkey	USA	7	51	252.051117001136	52820		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524521	SRS11573710	SRR17524521	Lizzie.O	Titi Monkey	USA	7	51	252.075718888686	65796		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524526	SRS11573703	SRR17524526	Bahati.O	Chimpanzee	Uganda	7	51	251.521402364452	44154		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524534	SRS11573695	SRR17524534	Saman15.RO	Samango Monkey	South Africa	7	52	251.883807478604	95927		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524537	SRS11573693	SRR17524537	SamL516.RO	Samango Monkey	South Africa	7	53	250.961265931678	44173		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524538	SRS11573694	SRR17524538	Naku.O	Chimpanzee	Uganda	7	53	251.404231447347	62390		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524549	SRS11573681	SRR17524549	Bwambale.O	Chimpanzee	Uganda	7	53	250.860864208396	22726		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524558	SRS11573673	SRR17524558	Ndyakira.O	Chimpanzee	Uganda	7	52	250.756816725014	40562		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524573	SRS11573658	SRR17524573	Asega.O	Chimpanzee	Uganda	7	53	251.212310016048	52965		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524582	SRS11573649	SRR17524582	SZ.O	Mangabey	USA	7	50	252.701730876605	44775		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524583	SRS11573648	SRR17524583	LA1.O	Mangabey	USA	7	51	252.388663362638	40153		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524584	SRS11573647	SRR17524584	Xavier.O	Sifaka	Madagascar	7	52	252.279321804288	47243		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524585	SRS11573646	SRR17524585	Lascaux.O	Sifaka	Madagascar	7	52	252.315850144092	52050		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524586	SRS11573645	SRR17524586	Zena.O	Sifaka	Madagascar	7	52	252.310606297001	32047		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524587	SRS11573644	SRR17524587	Petunia.O	Sifaka	Madagascar	7	52	252.437087092755	26489		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524588	SRS11573643	SRR17524588	April.O	Sifaka	Madagascar	7	53	252.362437575481	30637		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524589	SRS11573642	SRR17524589	Omby.O	Sifaka	Madagascar	7	52	252.441034856129	43407		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524590	SRS11573640	SRR17524590	Hope.O	Sifaka	Madagascar	7	52	252.548702019081	45070		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524591	SRS11573639	SRR17524591	Meyers.O	Sifaka	Madagascar	7	52	252.551248057054	21874		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524592	SRS11573641	SRR17524592	Pamella.O	Sifaka	Madagascar	7	52	252.507273342355	35472		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524594	SRS11573637	SRR17524594	Rija.O	Sifaka	Madagascar	7	53	252.270175709398	38871		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524595	SRS11573635	SRR17524595	Rose.O	Sifaka	Madagascar	7	45	248.296296296296	216		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524596	SRS11573636	SRR17524596	Juliet.O	Sifaka	Madagascar	7	52	252.257919279627	31095		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524597	SRS11573634	SRR17524597	Asterix.O	Sifaka	Madagascar	7	53	252.010766470136	31208		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524598	SRS11573633	SRR17524598	Abby.O	Sifaka	Madagascar	7	52	252.419951091626	45391		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524599	SRS11573631	SRR17524599	Quincy.O	Sifaka	Madagascar	7	45	250.370481927711	332		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524600	SRS11573632	SRR17524600	Tabitha.O	Sifaka	Madagascar	7	51	251.996775269654	17986		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524601	SRS11573630	SRR17524601	Savannah.O	Sifaka	Madagascar	7	52	252.34917559686	49551		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524602	SRS11573629	SRR17524602	Titan.O	Sifaka	Madagascar	7	45	247.268482490272	257		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524603	SRS11573628	SRR17524603	Micka.O	Sifaka	Madagascar	7	52	252.458082303686	39172		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524618	SRS11573614	SRR17524618	2008-15.O	Sifaka	Madagascar	7	53	251.998531687765	50398		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524619	SRS11573612	SRR17524619	2008-12.O	Sifaka	Madagascar	7	53	251.971159831247	57836		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524620	SRS11573609	SRR17524620	2008-10.O	Sifaka	Madagascar	7	52	251.964834731685	71036		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524621	SRS11573610	SRR17524621	2008-09.O	Sifaka	Madagascar	7	53	251.951271527442	49704		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524622	SRS11573611	SRR17524622	2008-07.O	Sifaka	Madagascar	7	54	251.837917592061	64387		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524623	SRS11573608	SRR17524623	2008-06.O	Sifaka	Madagascar	7	53	252.087390256644	59343		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524674	SRS11573559	SRR17524674	Verv162.EO	Vervet Monkey	South Africa	7	52	251.758813738841	33045		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524675	SRS11573558	SRR17524675	Verv16.RO	Vervet Monkey	South Africa	7	53	249.464854028317	15962		NHP oral swab
Asangba2022	PRJNA795815	oral_swab	non_human_primate	SRR17524695	SRS11573537	SRR17524695	Nani.O	Chimpanzee	Uganda	7	53	250.649617919379	49466		NHP oral swab
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-reg	ERS4545903	ERR4172564	Gb1-reg	Gorilla	Democratic Republic of the Congo		55	93.041138279862	9796958		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-reg	ERS4545903	ERR4172565	Gb1-reg	Gorilla	Democratic Republic of the Congo		55	93.041138279862	9796958		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-reg	ERS4545903	ERR4172752	Gb1-reg	Gorilla	Democratic Republic of the Congo		55	93.041138279862	9796958		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-reg	ERS4545903	ERR4172754	Gb1-reg	Gorilla	Democratic Republic of the Congo		55	93.041138279862	9796958		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-uv	ERS4545904	ERR4172756	Gb1-uv	Gorilla	Democratic Republic of the Congo		56	93.6088814529252	13066826		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-uv	ERS4545904	ERR4172758	Gb1-uv	Gorilla	Democratic Republic of the Congo		56	93.6088814529252	13066826		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-uv	ERS4545904	ERR4172761	Gb1-uv	Gorilla	Democratic Republic of the Congo		56	93.6088814529252	13066826		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-uv	ERS4545904	ERR4172763	Gb1-uv	Gorilla	Democratic Republic of the Congo		56	93.6088814529252	13066826		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-wash	ERS4545905	ERR4172766	Gb1-wash	Gorilla	Democratic Republic of the Congo		56	88.5026330611355	40093638		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-wash	ERS4545905	ERR4172783	Gb1-wash	Gorilla	Democratic Republic of the Congo		56	88.5026330611355	40093638		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-wash	ERS4545905	ERR4172788	Gb1-wash	Gorilla	Democratic Republic of the Congo		56	88.5026330611355	40093638		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-reg	ERS4545906	ERR4172789	Gb2-reg	Gorilla	Democratic Republic of the Congo		49	93.4722988978362	8142528		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-reg	ERS4545906	ERR4172797	Gb2-reg	Gorilla	Democratic Republic of the Congo		49	93.4722988978362	8142528		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-reg	ERS4545906	ERR4172799	Gb2-reg	Gorilla	Democratic Republic of the Congo		49	93.4722988978362	8142528		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-reg	ERS4545906	ERR4172800	Gb2-reg	Gorilla	Democratic Republic of the Congo		49	93.4722988978362	8142528		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-uv	ERS4545907	ERR4172802	Gb2-uv	Gorilla	Democratic Republic of the Congo		47	84.298813108486	11862331		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-uv	ERS4545907	ERR4172804	Gb2-uv	Gorilla	Democratic Republic of the Congo		47	84.298813108486	11862331		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-uv	ERS4545907	ERR4172806	Gb2-uv	Gorilla	Democratic Republic of the Congo		47	84.298813108486	11862331		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-uv	ERS4545907	ERR4172808	Gb2-uv	Gorilla	Democratic Republic of the Congo		47	84.298813108486	11862331		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-wash	ERS4545908	ERR4172809	Gb2-wash	Gorilla	Democratic Republic of the Congo		50	86.110377534394	7798018		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-wash	ERS4545908	ERR4172811	Gb2-wash	Gorilla	Democratic Republic of the Congo		50	86.110377534394	7798018		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-wash	ERS4545908	ERR4172813	Gb2-wash	Gorilla	Democratic Republic of the Congo		50	86.110377534394	7798018		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb2-wash	ERS4545908	ERR4172814	Gb2-wash	Gorilla	Democratic Republic of the Congo		50	86.110377534394	7798018		Calculus (NHP) - Ancient
Brealey2020	PRJEB33363	calculus	non_human_primate	Gb1-wash	ERS4545905	ERR4173082	Gb1-wash	Gorilla	Democratic Republic of the Congo		56	88.5026330611355	40093638		Calculus (NHP) - Ancient
Brito2016	PRJNA217052	saliva	industrial	SRS476178	SRS476178	SRR2187401		Human	Fiji	7	44	114.667166033946	176223		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476178	SRS476178	SRR2187418		Human	Fiji	7	44	114.667166033946	176223		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475668	SRS475668	SRR2187450		Human	Fiji	7	42	114.155057496521	191142		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476178	SRS476178	SRR2187453		Human	Fiji	7	44	114.667166033946	176223		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475668	SRS475668	SRR2187567		Human	Fiji	7	42	114.155057496521	191142		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476162	SRS476162	SRR2188205		Human	Fiji	7	42	113.123454370324	178568		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476353	SRS476353	SRR2188208		Human	Fiji	7	44	101.015592408588	184577		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475927	SRS475927	SRR2188211		Human	Fiji	7	41	113.483044511644	89617		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476353	SRS476353	SRR2188411		Human	Fiji	7	44	101.015592408588	184577		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476059	SRS476059	SRR2188413		Human	Fiji	7	44	110.595212360814	137855		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476157	SRS476157	SRR2188448		Human	Fiji	7	44	115.158844322328	334107		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476059	SRS476059	SRR2188451		Human	Fiji	7	44	110.595212360814	137855		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476157	SRS476157	SRR2188460		Human	Fiji	7	44	115.158844322328	334107		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476059	SRS476059	SRR2188467		Human	Fiji	7	44	110.595212360814	137855		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476059	SRS476059	SRR2188468		Human	Fiji	7	44	110.595212360814	137855		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476059	SRS476059	SRR2188470		Human	Fiji	7	44	110.595212360814	137855		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475983	SRS475983	SRR2188476		Human	Fiji	7	42	115.128453458012	98814		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475927	SRS475927	SRR2188477		Human	Fiji	7	41	113.483044511644	89617		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476353	SRS476353	SRR2188481		Human	Fiji	7	44	101.015592408588	184577		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475927	SRS475927	SRR2188490		Human	Fiji	7	41	113.483044511644	89617		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475720	SRS475720	SRR2188495		Human	Fiji	7	45	113.316121308573	278991		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476162	SRS476162	SRR2188496		Human	Fiji	7	42	113.123454370324	178568		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475670	SRS475670	SRR2188500		Human	Fiji	7	45	97.2999942625374	226581		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476353	SRS476353	SRR2188502		Human	Fiji	7	44	101.015592408588	184577		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475670	SRS475670	SRR2188505		Human	Fiji	7	45	97.2999942625374	226581		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475670	SRS475670	SRR2188512		Human	Fiji	7	45	97.2999942625374	226581		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476025	SRS476025	SRR2188523		Human	Fiji	7	43	113.042188965963	195051		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476281	SRS476281	SRR2188667		Human	Fiji	7	42	111.978842790517	82336		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476190	SRS476190	SRR2188668		Human	Fiji	7	42	113.453538895283	112083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476124	SRS476124	SRR2188669		Human	Fiji	7	42	114.473275443611	111246		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476172	SRS476172	SRR2188670		Human	Fiji	7	43	111.435151957736	175279		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476005	SRS476005	SRR2188671		Human	Fiji	7	40	113.744262984057	185593		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476172	SRS476172	SRR2188672		Human	Fiji	7	43	111.435151957736	175279		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476124	SRS476124	SRR2188673		Human	Fiji	7	42	114.473275443611	111246		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476190	SRS476190	SRR2188674		Human	Fiji	7	42	113.453538895283	112083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476005	SRS476005	SRR2188675		Human	Fiji	7	40	113.744262984057	185593		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475635	SRS475635	SRR2188676		Human	Fiji	7	43	112.51970106216	109588		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476124	SRS476124	SRR2188677		Human	Fiji	7	42	114.473275443611	111246		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476281	SRS476281	SRR2188678		Human	Fiji	7	42	111.978842790517	82336		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476172	SRS476172	SRR2188679		Human	Fiji	7	43	111.435151957736	175279		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475653	SRS475653	SRR2189658		Human	Fiji	7	41	115.323518272291	124095		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476261	SRS476261	SRR2189675		Human	Fiji	7	42	114.641419337218	219680		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476038	SRS476038	SRR2189676		Human	Fiji	7	41	113.545983862094	152684		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475653	SRS475653	SRR2189686		Human	Fiji	7	41	115.323518272291	124095		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476045	SRS476045	SRR2189689		Human	Fiji	7	43	113.42965005925	95359		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476127	SRS476127	SRR2189693		Human	Fiji	7	43	113.698875071943	286685		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475683	SRS475683	SRR2189694		Human	Fiji	7	43	114.174097360626	90817		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476038	SRS476038	SRR2189700		Human	Fiji	7	41	113.545983862094	152684		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475965	SRS475965	SRR2189885		Human	Fiji	7	42	114.267605397281	119097		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476127	SRS476127	SRR2189890		Human	Fiji	7	43	113.698875071943	286685		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476045	SRS476045	SRR2189899		Human	Fiji	7	43	113.42965005925	95359		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475653	SRS475653	SRR2189908		Human	Fiji	7	41	115.323518272291	124095		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476006	SRS476006	SRR2189909		Human	Fiji	7	43	113.095816971146	234280		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476038	SRS476038	SRR2189910		Human	Fiji	7	41	113.545983862094	152684		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476038	SRS476038	SRR2189913		Human	Fiji	7	41	113.545983862094	152684		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476045	SRS476045	SRR2189916		Human	Fiji	7	43	113.42965005925	95359		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476045	SRS476045	SRR2189927		Human	Fiji	7	43	113.42965005925	95359		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475973	SRS475973	SRR2189930		Human	Fiji	7	47	92.7803943120148	291140		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475593	SRS475593	SRR2189934		Human	Fiji	7	42	113.629918263475	126137		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476127	SRS476127	SRR2189937		Human	Fiji	7	43	113.698875071943	286685		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475973	SRS475973	SRR2189940		Human	Fiji	7	47	92.7803943120148	291140		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475965	SRS475965	SRR2189942		Human	Fiji	7	42	114.267605397281	119097		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475683	SRS475683	SRR2189944		Human	Fiji	7	43	114.174097360626	90817		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475975	SRS475975	SRR2189950		Human	Fiji	7	43	113.614938696892	161982		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476006	SRS476006	SRR2189952		Human	Fiji	7	43	113.095816971146	234280		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476006	SRS476006	SRR2189955		Human	Fiji	7	43	113.095816971146	234280		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475973	SRS475973	SRR2189957		Human	Fiji	7	47	92.7803943120148	291140		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475922	SRS475922	SRR2192724		Human	Fiji	7	42	112.834569966947	72913		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475596	SRS475596	SRR2192742		Human	Fiji	7	42	110.359199058846	41651		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476138	SRS476138	SRR2192744		Human	Fiji	7	42	111.685823452504	88724		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475599	SRS475599	SRR2192755		Human	Fiji	7	43	113.752392487258	226229		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476088	SRS476088	SRR2192757		Human	Fiji	7	43	114.690033040957	168276		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475669	SRS475669	SRR2192760		Human	Fiji	7	43	116.158094313967	313294		Saliva - Industrial
