Study	Study_accession	Sample_type	Sample_group	Eager_label	Secondary_sample_accession	Run_accession	Sample_alias	Host	Country	Age_BP	avg_gc	avg_rl	No_reads_no_human	V22	Full
Brito2016	PRJNA217052	saliva	industrial	SRS476150	SRS476150	SRR2243839		Human	Fiji	7	45	104.097851153546	103637		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476054	SRS476054	SRR2243840		Human	Fiji	7	47	72.5955145525507	123243		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475956	SRS475956	SRR2243842		Human	Fiji	7	43	115.656678944491	417012		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476161	SRS476161	SRR2243843		Human	Fiji	7	45	113.180354249643	820269		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475970	SRS475970	SRR2243845		Human	Fiji	7	43	112.246309929312	109212		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476284	SRS476284	SRR2243846		Human	Fiji	7	45	115.672723249904	298298		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476275	SRS476275	SRR2243847		Human	Fiji	7	41	114.650781081276	55564		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476790	SRS476790	SRR2243848		Human	Fiji	7	43	112.766987718825	430252		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476177	SRS476177	SRR2243849		Human	Fiji	7	42	115.035838775307	70287		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRS475536	SRR2243850		Human	Fiji	7	43	116.072778494283	138791		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476275	SRS476275	SRR2243852		Human	Fiji	7	41	114.650781081276	55564		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475686	SRS475686	SRR2243853		Human	Fiji	7	43	115.558789373712	111083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475940	SRS475940	SRR2243854		Human	Fiji	7	42	113.584527440193	130502		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476197	SRS476197	SRR2243855		Human	Fiji	7	44	114.831256055172	488219		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476311	SRS476311	SRR2243858		Human	Fiji	7	48	110.198615315033	143715		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476304	SRS476304	SRR2243860		Human	Fiji	7	42	115.442372839749	81472		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476304	SRS476304	SRR2243861		Human	Fiji	7	42	115.442372839749	81472		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475971	SRS475971	SRR2243863		Human	Fiji	7	42	112.758951851912	123494		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476336	SRS476336	SRR2243864		Human	Fiji	7	45	113.831055882382	204322		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475678	SRS475678	SRR2243865		Human	Fiji	7	42	115.490962611719	75077		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476286	SRS476286	SRR2243866		Human	Fiji	7	42	110.712337885425	139716		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476018	SRS476018	SRR2243867		Human	Fiji	7	41	110.705080687484	60976		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475919	SRS475919	SRR2243868		Human	Fiji	7	41	114.798299590426	51517		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475961	SRS475961	SRR2243869		Human	Fiji	7	40	115.804542450279	49929		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476186	SRS476186	SRR2243873		Human	Fiji	7	43	115.498194834923	65091		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475584	SRS475584	SRR2243875		Human	Fiji	7	43	115.489982978655	125137		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476079	SRS476079	SRR2243876		Human	Fiji	7	42	115.911590030268	785658		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475955	SRS475955	SRR2243877		Human	Fiji	7	45	114.638594478726	411463		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRS476109	SRR2243878		Human	Fiji	7	43	115.076274424885	39253		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475916	SRS475916	SRR2243880		Human	Fiji	7	42	115.797484107497	89193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476283	SRS476283	SRR2243881		Human	Fiji	7	41	114.423259111755	132576		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476305	SRS476305	SRR2243885		Human	Fiji	7	45	115.679722850679	84864		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476150	SRS476150	SRR2243886		Human	Fiji	7	45	104.097851153546	103637		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475999	SRS475999	SRR2243888		Human	Fiji	7	45	116.125462588614	467478		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476180	SRS476180	SRR2243889		Human	Fiji	7	43	115.143100753162	105555		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476202	SRS476202	SRR2243890		Human	Fiji	7	44	117.169160352605	542704		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475940	SRS475940	SRR2243891		Human	Fiji	7	42	113.584527440193	130502		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475686	SRS475686	SRR2243893		Human	Fiji	7	43	115.558789373712	111083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476200	SRS476200	SRR2243894		Human	Fiji	7	44	114.701877745717	323686		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476200	SRS476200	SRR2243895		Human	Fiji	7	44	114.701877745717	323686		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475972	SRS475972	SRR2243897		Human	Fiji	7	43	115.351896904954	109336		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475976	SRS475976	SRR2243899		Human	Fiji	7	42	114.501599919404	833792		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476151	SRS476151	SRR2243901		Human	Fiji	7	43	116.362634148744	324826		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476081	SRS476081	SRR2243902		Human	Fiji	7	43	115.394299257781	80165		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475918	SRS475918	SRR2243903		Human	Fiji	7	42	114.879231745025	100904		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476091	SRS476091	SRR2243904		Human	Fiji	7	43	115.419448685406	533815		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476790	SRS476790	SRR2243905		Human	Fiji	7	43	112.766987718825	430252		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476827	SRS476827	SRR2243906		Human	Fiji	7	44	114.324376816686	301717		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475918	SRS475918	SRR2243907		Human	Fiji	7	42	114.879231745025	100904		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476018	SRS476018	SRR2243908		Human	Fiji	7	41	110.705080687484	60976		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476304	SRS476304	SRR2243909		Human	Fiji	7	42	115.442372839749	81472		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475951	SRS475951	SRR2243910		Human	Fiji	7	43	114.321317211124	661944		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475999	SRS475999	SRR2243911		Human	Fiji	7	45	116.125462588614	467478		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476304	SRS476304	SRR2243912		Human	Fiji	7	42	115.442372839749	81472		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476008	SRS476008	SRR2243915		Human	Fiji	7	42	115.774405912209	94178		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475966	SRS475966	SRR2243916		Human	Fiji	7	42	115.667082815324	574314		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475571	SRS475571	SRR2243917		Human	Fiji	7	43	115.488823247645	75156		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476088	SRS476088	SRR2243919		Human	Fiji	7	43	114.690033040957	168276		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476048	SRS476048	SRR2243920		Human	Fiji	7	43	114.40622731161	278226		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475548	SRS475548	SRR2243922		Human	Fiji	7	43	114.311259266333	167542		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475922	SRS475922	SRR2243923		Human	Fiji	7	42	112.834569966947	72913		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475676	SRS475676	SRR2243924		Human	Fiji	7	44	114.628037037838	600791		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476865	SRS476865	SRR2243925		Human	Fiji	7	43	114.082852371758	191630		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476007	SRS476007	SRR2243926		Human	Fiji	7	43	113.447325497195	136717		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476204	SRS476204	SRR2243928		Human	Fiji	7	43	115.138954938128	535375		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475584	SRS475584	SRR2243929		Human	Fiji	7	43	115.489982978655	125137		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476052	SRS476052	SRR2243930		Human	Fiji	7	44	111.041802141015	208219		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475919	SRS475919	SRR2243931		Human	Fiji	7	41	114.798299590426	51517		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRS476112	SRR2243932		Human	Fiji	7	44	105.874456654741	257433		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476275	SRS476275	SRR2243933		Human	Fiji	7	41	114.650781081276	55564		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475930	SRS475930	SRR2243934		Human	Fiji	7	44	110.844357689134	81199		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475964	SRS475964	SRR2243935		Human	Fiji	7	44	114.807854036094	664219		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475917	SRS475917	SRR2243936		Human	Fiji	7	47	68.2463494342331	105874		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476266	SRS476266	SRR2243937		Human	Fiji	7	44	114.767359349594	307500		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475956	SRS475956	SRR2243938		Human	Fiji	7	43	115.656678944491	417012		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476275	SRS476275	SRR2243939		Human	Fiji	7	41	114.650781081276	55564		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475686	SRS475686	SRR2243940		Human	Fiji	7	43	115.558789373712	111083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476204	SRS476204	SRR2243941		Human	Fiji	7	43	115.138954938128	535375		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476027	SRS476027	SRR2243942		Human	Fiji	7	44	115.522920300924	331911		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475951	SRS475951	SRR2243943		Human	Fiji	7	43	114.321317211124	661944		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476088	SRS476088	SRR2243944		Human	Fiji	7	43	114.690033040957	168276		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476007	SRS476007	SRR2243945		Human	Fiji	7	43	113.447325497195	136717		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRS476111	SRR2243948		Human	Fiji	7	42	111.943015591882	344410		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475563	SRS475563	SRR2243949		Human	Fiji	7	44	113.701783281177	133574		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476865	SRS476865	SRR2243951		Human	Fiji	7	43	114.082852371758	191630		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476336	SRS476336	SRR2243953		Human	Fiji	7	45	113.831055882382	204322		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476161	SRS476161	SRR2243954		Human	Fiji	7	45	113.180354249643	820269		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476790	SRS476790	SRR2243955		Human	Fiji	7	43	112.766987718825	430252		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRS475543	SRR2243956		Human	Fiji	7	43	115.350120817751	99737		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476201	SRS476201	SRR2243957		Human	Fiji	7	43	115.129434487616	545187		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475569	SRS475569	SRR2243958		Human	Fiji	7	42	114.038628165735	52397		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476197	SRS476197	SRR2243959		Human	Fiji	7	44	114.831256055172	488219		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475707	SRS475707	SRR2243960		Human	Fiji	7	42	114.758737485907	206667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476150	SRS476150	SRR2243961		Human	Fiji	7	45	104.097851153546	103637		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475677	SRS475677	SRR2243962		Human	Fiji	7	42	115.355877080019	198015		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476336	SRS476336	SRR2243963		Human	Fiji	7	45	113.831055882382	204322		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476049	SRS476049	SRR2243964		Human	Fiji	7	42	114.214495671727	136082		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476268	SRS476268	SRR2243965		Human	Fiji	7	46	114.842963322158	119609		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475999	SRS475999	SRR2243966		Human	Fiji	7	45	116.125462588614	467478		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475971	SRS475971	SRR2243967		Human	Fiji	7	42	112.758951851912	123494		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476304	SRS476304	SRR2243968		Human	Fiji	7	42	115.442372839749	81472		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475571	SRS475571	SRR2243969		Human	Fiji	7	43	115.488823247645	75156		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476027	SRS476027	SRR2243970		Human	Fiji	7	44	115.522920300924	331911		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475697	SRS475697	SRR2243971		Human	Fiji	7	43	115.303639296034	267854		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476048	SRS476048	SRR2243972		Human	Fiji	7	43	114.40622731161	278226		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475569	SRS475569	SRR2243973		Human	Fiji	7	42	114.038628165735	52397		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475952	SRS475952	SRR2243974		Human	Fiji	7	43	114.697861121868	67138		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476181	SRS476181	SRR2243975		Human	Fiji	7	46	114.500071748177	153314		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476049	SRS476049	SRR2243976		Human	Fiji	7	42	114.214495671727	136082		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRS476112	SRR2243977		Human	Fiji	7	44	105.874456654741	257433		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476124	SRS476124	SRR2243978		Human	Fiji	7	42	114.473275443611	111246		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475677	SRS475677	SRR2243979		Human	Fiji	7	42	115.355877080019	198015		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475665	SRS475665	SRR2243981		Human	Fiji	7	44	115.852322452322	170940		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475707	SRS475707	SRR2243982		Human	Fiji	7	42	114.758737485907	206667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475618	SRS475618	SRR2243983		Human	Fiji	7	42	115.038821290466	197572		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRS476102	SRR2243984		Human	Fiji	7	43	113.085466057194	464664		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476052	SRS476052	SRR2243986		Human	Fiji	7	44	111.041802141015	208219		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475952	SRS475952	SRR2243987		Human	Fiji	7	43	114.697861121868	67138		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475961	SRS475961	SRR2243988		Human	Fiji	7	40	115.804542450279	49929		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476057	SRS476057	SRR2243989		Human	Fiji	7	42	115.319468971473	257086		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476025	SRS476025	SRR2243990		Human	Fiji	7	43	113.042188965963	195051		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475916	SRS475916	SRR2243991		Human	Fiji	7	42	115.797484107497	89193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476150	SRS476150	SRR2243992		Human	Fiji	7	45	104.097851153546	103637		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475996	SRS475996	SRR2243993		Human	Fiji	7	45	114.738293422377	497733		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476161	SRS476161	SRR2243994		Human	Fiji	7	45	113.180354249643	820269		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476048	SRS476048	SRR2243995		Human	Fiji	7	43	114.40622731161	278226		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475918	SRS475918	SRR2243996		Human	Fiji	7	42	114.879231745025	100904		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2243997		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475679	SRS475679	SRR2243998		Human	Fiji	7	43	116.213117445367	213197		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476197	SRS476197	SRR2243999		Human	Fiji	7	44	114.831256055172	488219		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475711	SRS475711	SRR2244000		Human	Fiji	7	43	114.392635496749	229452		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476112	SRS476112	SRR2244001		Human	Fiji	7	44	105.874456654741	257433		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475972	SRS475972	SRR2244002		Human	Fiji	7	43	115.351896904954	109336		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476116	SRS476116	SRR2244003		Human	Fiji	7	42	116.28476653229	374570		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475940	SRS475940	SRR2244004		Human	Fiji	7	42	113.584527440193	130502		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476208	SRS476208	SRR2244005		Human	Fiji	7	42	115.00847442634	395661		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475999	SRS475999	SRR2244006		Human	Fiji	7	45	116.125462588614	467478		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476399	SRS476399	SRR2244007		Human	Fiji	7	44	114.999643301196	98122		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476140	SRS476140	SRR2244008		Human	Fiji	7	43	113.906020427286	213440		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476172	SRS476172	SRR2244010		Human	Fiji	7	43	111.435151957736	175279		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476049	SRS476049	SRR2244011		Human	Fiji	7	42	114.214495671727	136082		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476116	SRS476116	SRR2244012		Human	Fiji	7	42	116.28476653229	374570		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476086	SRS476086	SRR2244013		Human	Fiji	7	42	115.037116272752	88344		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475609	SRS475609	SRR2244014		Human	Fiji	7	43	111.736325235328	93274		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475536	SRS475536	SRR2244015		Human	Fiji	7	43	116.072778494283	138791		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2244016		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475601	SRS475601	SRR2244017		Human	Fiji	7	43	115.788989400698	160954		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475569	SRS475569	SRR2244018		Human	Fiji	7	42	114.038628165735	52397		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475955	SRS475955	SRR2244019		Human	Fiji	7	45	114.638594478726	411463		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476272	SRS476272	SRR2244020		Human	Fiji	7	43	115.797981970961	385822		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476865	SRS476865	SRR2244021		Human	Fiji	7	43	114.082852371758	191630		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475686	SRS475686	SRR2244022		Human	Fiji	7	43	115.558789373712	111083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475677	SRS475677	SRR2244023		Human	Fiji	7	42	115.355877080019	198015		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475961	SRS475961	SRR2244024		Human	Fiji	7	40	115.804542450279	49929		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRS476102	SRR2244025		Human	Fiji	7	43	113.085466057194	464664		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475972	SRS475972	SRR2244026		Human	Fiji	7	43	115.351896904954	109336		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475597	SRS475597	SRR2244027		Human	Fiji	7	43	115.377637811441	136382		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476355	SRS476355	SRR2244028		Human	Fiji	7	53	88.5481513721538	218270		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476297	SRS476297	SRR2244029		Human	Fiji	7	43	115.053669510935	246695		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476202	SRS476202	SRR2244030		Human	Fiji	7	44	117.169160352605	542704		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475691	SRS475691	SRR2244031		Human	Fiji	7	44	119.017872030434	123545		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476111	SRS476111	SRR2244032		Human	Fiji	7	42	111.943015591882	344410		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475686	SRS475686	SRR2244033		Human	Fiji	7	43	115.558789373712	111083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475916	SRS475916	SRR2244034		Human	Fiji	7	42	115.797484107497	89193		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476072	SRS476072	SRR2244036		Human	Fiji	7	44	112.63926867814	68971		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476197	SRS476197	SRR2244037		Human	Fiji	7	44	114.831256055172	488219		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475571	SRS475571	SRR2244038		Human	Fiji	7	43	115.488823247645	75156		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475569	SRS475569	SRR2244039		Human	Fiji	7	42	114.038628165735	52397		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475919	SRS475919	SRR2244040		Human	Fiji	7	41	114.798299590426	51517		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476048	SRS476048	SRR2244041		Human	Fiji	7	43	114.40622731161	278226		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475919	SRS475919	SRR2244042		Human	Fiji	7	41	114.798299590426	51517		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476208	SRS476208	SRR2244043		Human	Fiji	7	42	115.00847442634	395661		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476025	SRS476025	SRR2244047		Human	Fiji	7	43	113.042188965963	195051		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476701	SRS476701	SRR2244051		Human	Fiji	7	43	113.613766639822	147763		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475943	SRS475943	SRR2244055		Human	Fiji	7	43	116.255236582662	333710		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475609	SRS475609	SRR2244079		Human	Fiji	7	43	111.736325235328	93274		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476202	SRS476202	SRR2244080		Human	Fiji	7	44	117.169160352605	542704		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476208	SRS476208	SRR2244081		Human	Fiji	7	42	115.00847442634	395661		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476016	SRS476016	SRR2244082		Human	Fiji	7	42	114.991121615985	201388		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475937	SRS475937	SRR2244083		Human	Fiji	7	44	115.293096215694	78667		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476054	SRS476054	SRR2244084		Human	Fiji	7	47	72.5955145525507	123243		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475609	SRS475609	SRR2244088		Human	Fiji	7	43	111.736325235328	93274		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476150	SRS476150	SRR2244092		Human	Fiji	7	45	104.097851153546	103637		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476399	SRS476399	SRR2244097		Human	Fiji	7	44	114.999643301196	98122		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475943	SRS475943	SRR2244102		Human	Fiji	7	43	116.255236582662	333710		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475966	SRS475966	SRR2244103		Human	Fiji	7	42	115.667082815324	574314		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476181	SRS476181	SRR2244107		Human	Fiji	7	46	114.500071748177	153314		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476016	SRS476016	SRR2244116		Human	Fiji	7	42	114.991121615985	201388		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476009	SRS476009	SRR2244119		Human	Fiji	7	42	114.9626939855	328955		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475930	SRS475930	SRR2244123		Human	Fiji	7	44	110.844357689134	81199		Saliva - Industrial
