primary_cluster	cluster_type	HOMD
2029	H	no
2030	H	no
2031	H	no
2032	H	no
2033	H	no
2034	H	no
2035	H	no
2036	H	no
2037	H	no
2038	H	no
2039	H	no
2040	H	no
2041	H	no
2042	H	no
2043	H	no
2044	H	no
2045	H	no
2046	H	no
2047	H	no
2048	H	no
2049	H	no
2050	H	no
2051	H	no
2052	H	no
2053	H	no
2054	H	no
2055	H	no
2056	H	no
2057	H	no
2058	H	no
2059	H	no
2060	H	no
2061	H	no
2062	H	no
2063	H	no
2064	H	no
2065	H	no
2066	H	no
2067	H	no
2068	H	no
2069	H	no
2070	H	no
2071	H	no
2072	H	no
2073	H	no
2074	H	no
2075	H	no
2076	H	no
2077	H	no
2078	H	no
2079	H	no
2080	U	no
2081	H	no
2082	H	no
2083	H	HOMD
2084	H	no
2085	H	no
2086	H	no
2087	H	no
2088	H	no
2089	H	no
2090	H	no
2091	H	no
2092	H	no
2093	H	no
2094	H	no
2095	H	no
2096	H	no
2097	H	no
2098	H	no
2099	H	no
2100	H	no
2101	H	no
2102	H	no
2103	H	no
2104	H	no
2105	H	no
2106	H	no
2107	H	no
2108	H	no
2109	H	no
2110	H	no
2111	H	no
2112	H	no
2113	H	no
2114	H	no
2115	H	no
2116	H	no
2117	H	no
2118	H	no
2119	H	no
2120	H	no
2121	H	no
2122	H	no
2123	H	no
2124	H	no
2125	H	no
2126	H	no
2127	H	no
2128	H	no
2129	H	no
2130	H	no
2131	H	no
2132	H	no
2133	H	no
2134	H	no
2135	H	no
2136	H	no
2137	H	no
2138	H	no
2139	G	no
2140	U	no
2141	U	no
2142	H	no
2143	H	no
2144	H	HOMD
2145	H	HOMD
2146	H	no
2147	H	no
2148	H	no
2149	H	HOMD
2150	H	HOMD
2151	H	no
2152	H	no
2153	H	no
2154	H	HOMD
2155	H	HOMD
2156	H	no
2157	H	no
2158	H	no
2159	H	no
2160	H	no
2161	H	no
2162	H	HOMD
2163	H	no
2164	H	no
2165	H	no
2166	H	HOMD
2167	H	HOMD
2168	H	no
2169	H	no
2170	H	HOMD
2171	H	HOMD
2172	H	no
2173	H	no
2174	H	no
2175	H	no
2176	H	no
2177	H	no
2178	H	no
2179	H	no
2180	H	no
2181	H	no
2182	H	no
2183	H	no
2184	H	no
2185	H	no
2186	H	HOMD
2187	H	no
2188	H	HOMD
2189	H	HOMD
2190	H	HOMD
2191	H	no
2192	H	no
2193	H	no
2194	H	HOMD
2195	H	HOMD
2196	H	no
2197	H	no
2198	H	HOMD
2199	H	HOMD
2200	H	HOMD
2201	H	HOMD
2202	H	no
2203	H	HOMD
2204	H	HOMD
2205	H	HOMD
2206	H	HOMD
2207	H	no
2208	H	HOMD
2209	H	no
2210	H	HOMD
2211	H	no
2212	H	no
2213	H	no
2214	H	HOMD
2215	H	no
2216	H	no
2217	H	no
2218	H	no
2219	H	no
2220	H	no
2221	H	no
2222	H	no
2223	H	HOMD
2224	H	no
2225	H	no
2226	H	HOMD
2227	H	no
2228	H	no
2229	H	HOMD
2230	H	no
2231	H	no
2232	H	HOMD
2233	H	HOMD
2234	H	no
2235	H	no
2236	H	no
2237	H	no
2238	H	no
2239	H	no
2240	H	no
2241	H	no
2242	H	no
2243	H	no
2244	H	no
2245	H	no
2246	H	HOMD
2247	H	no
2248	H	no
2249	H	no
2250	H	no
2251	H	no
2252	H	no
2253	H	no
2254	H	no
2255	H	no
2256	H	no
2257	H	no
2258	H	no
2259	H	no
2260	H	no
2261	H	no
2262	H	no
2263	H	no
2264	H	no
2265	H	no
2266	H	no
2267	H	no
2268	H	no
2269	H	no
2270	H	no
2271	H	no
2272	H	no
2273	H	no
2274	H	no
2275	H	no
2276	H	no
2277	H	no
2278	H	no
2279	H	no
2280	H	no
2281	H	no
2282	H	no
2283	H	no
2284	H	no
2285	H	HOMD
2286	H	no
2287	H	no
2288	H	no
2289	H	no
2290	H	no
2291	H	no
2292	H	no
2293	H	no
2294	H	no
2295	H	no
2296	H	HOMD
2297	H	no
2298	H	no
2299	H	no
2300	H	HOMD
2301	H	no
2302	H	no
2303	H	HOMD
2304	H	no
2305	H	no
2306	H	HOMD
2307	H	no
2308	H	no
2309	H	no
2310	H	no
2311	H	no
2312	H	no
2313	H	no
2314	H	no
2315	H	no
2316	H	HOMD
2317	H	HOMD
2318	H	no
2319	H	HOMD
2320	H	HOMD
2321	H	no
2322	H	no
2323	H	no
2324	H	no
2325	H	HOMD
2326	H	no
2327	H	HOMD
2328	H	no
2329	H	HOMD
2330	H	no
2331	H	no
2332	H	no
2333	H	no
2334	H	no
2335	H	no
2336	H	HOMD
2337	H	HOMD
2338	H	HOMD
2339	H	HOMD
2340	H	no
2341	H	no
2342	H	no
2343	H	no
2344	H	no
2345	H	no
2346	H	HOMD
2347	H	HOMD
2348	H	no
2349	H	no
2350	H	no
2351	H	no
2352	H	HOMD
2353	H	HOMD
2354	H	HOMD
2355	H	no
2356	H	HOMD
2357	H	no
2358	H	HOMD
2359	H	HOMD
2360	H	no
2361	H	no
2362	H	HOMD
2363	H	HOMD
2364	H	HOMD
2365	H	HOMD
2366	H	no
2367	H	no
2368	H	no
2369	H	HOMD
2370	H	HOMD
2371	H	HOMD
2372	H	HOMD
2373	H	HOMD
2374	H	no
2375	H	no
2376	H	HOMD
2377	H	no
2378	H	no
2379	H	no
2380	H	no
2381	H	no
2382	H	no
2383	H	no
2384	H	no
2385	H	no
2386	H	no
2387	H	no
2388	H	no
2389	H	no
2390	H	HOMD
2391	H	no
2392	H	no
2393	H	no
2394	H	no
2395	H	HOMD
2396	H	HOMD
2397	H	HOMD
2398	H	no
2399	H	no
2400	H	no
2401	H	no
2402	H	HOMD
2403	H	HOMD
2404	H	HOMD
2405	H	HOMD
2406	H	HOMD
2407	H	HOMD
2408	H	HOMD
2409	H	no
2410	H	no
2411	H	HOMD
2412	H	HOMD
2413	H	no
2414	H	HOMD
2415	H	HOMD
2416	H	no
2417	H	no
2418	H	HOMD
2419	H	HOMD
2420	H	no
2421	H	no
2422	H	no
2423	H	no
2424	H	no
2425	H	no
2426	H	no
2427	H	HOMD
2428	H	no
2429	H	HOMD
2430	H	HOMD
2431	H	HOMD
2432	H	HOMD
2433	H	HOMD
2434	H	HOMD
2435	H	no
2436	H	HOMD
2437	H	HOMD
2438	H	HOMD
2439	H	HOMD
2440	H	HOMD
2441	H	HOMD
2442	H	HOMD
2443	H	HOMD
2444	H	no
2445	H	no
2446	H	no
2447	H	HOMD
2448	H	no
2449	H	no
2450	H	no
2451	H	no
2452	H	no
2453	H	no
2454	H	no
2455	H	no
2456	H	no
2457	H	no
2458	H	no
2459	H	HOMD
2460	H	no
2461	H	HOMD
2462	H	HOMD
2463	H	HOMD
2464	H	no
2465	H	no
2466	H	no
2467	H	no
2468	H	no
2469	H	no
2470	H	no
2471	H	HOMD
2472	H	no
2473	H	HOMD
2474	H	no
2475	H	no
2476	H	no
2477	H	HOMD
2478	H	no
2479	H	no
2480	H	HOMD
2481	H	no
2482	H	no
2483	H	HOMD
2484	H	no
2485	H	no
2486	G	no
2487	H-N	no
2488	H	HOMD
2489	H	no
2490	H	no
2491	H	HOMD
2492	H	HOMD
2493	H	HOMD
2494	H	no
2495	H	HOMD
2496	H	no
2497	H	no
2498	H	no
2499	H	no
2500	H	no
2501	H	no
2502	H-U	no
2503	H	HOMD
2504	H	HOMD
2505	H	HOMD
2506	H-U	HOMD
2507	U	no
2508	H	HOMD
2509	G	no
2510	R	no
2511	G	no
2512	H	no
2513	A	no
2514	G	no
2515	G	no
2516	H-N-P	no
2517	H	HOMD
2518	H	no
2519	H	no
2520	H	no
2521	H	no
2522	H	no
2523	H	no
2524	H	no
2525	H	no
2526	H	no
2527	H	no
2528	H	no
2529	H	no
2530	H	no
2531	H	no
2532	H	no
2533	H	no
2534	H	no
2535	H	no
2536	H	no
2537	H	no
2538	H	no
2539	H	no
2540	H	no
2541	H	no
2542	H	no
2543	H	no
2544	H	no
2545	H	no
2546	H	no
2547	H	no
2548	H	no
2549	H	no
2550	H	no
2551	H	no
2552	H	no
2553	H	no
2554	H	no
2555	H	HOMD
2556	H	no
2557	H	no
2558	H	no
2559	H	no
2560	H	no
2561	H	no
2562	H	no
2563	H	no
2564	H	HOMD
2565	H	HOMD
2566	H	no
2567	H	no
2568	H	no
2569	H	no
2570	H	HOMD
2571	H	no
2572	H	no
2573	H	no
2574	H	no
2575	H	no
2576	H	no
2577	H	no
2578	H	no
2579	H	no
2580	H	no
2581	H	no
2582	H	no
2583	H	no
2584	H	no
2585	H	HOMD
2586	H	no
2587	H	no
2588	H	no
2589	H	no
2590	H	no
2591	H	no
2592	H	no
2593	H	no
2594	H	no
2595	H	no
2596	H	no
2597	H	no
2598	H	no
2599	H	no
2600	H	no
2601	H	no
2602	H	no
2603	H	no
2604	H	HOMD
2605	H	no
2606	H	no
2607	H	no
2608	H	no
2609	H	no
2610	H	no
2611	P	no
2612	A	no
2613	U	no
2614	H	no
2615	H	no
2616	N	no
2617	H	no
2618	H	no
2619	H	no
2620	H	no
2621	H	no
2622	P	no
2623	U	no
2624	H	no
2625	H	no
2626	H	no
2627	H	no
2628	H	no
2629	H	no
2630	G	no
2631	H	no
2632	P	no
2633	H	no
2634	H-N	HOMD
2635	H	no
2636	G	no
2637	P	no
2638	H	no
2639	H	no
2640	H	no
2641	H	no
2642	H	no
2643	H	no
2644	H	no
2645	H	no
2646	H	no
2647	H	no
2648	H	no
2649	H	no
2650	H	no
2651	H	no
2652	H	no
2653	H	no
2654	H	no
2655	H	no
2656	H	no
2657	H	no
2658	H	no
2659	H	no
2660	H	no
2661	H	no
2662	H	no
2663	H	no
2664	H	no
2665	H	no
2666	H	no
2667	H	no
2668	H	no
2669	H	no
2670	H	HOMD
2671	H	no
2672	H	no
2673	H	no
2674	H	no
2675	H	no
2676	H	no
2677	H	no
2678	H	no
2679	H	no
2680	H	no
2681	H	no
2682	H	no
2683	H	no
2684	H	no
2685	H	no
2686	H	no
2687	H	no
2688	H	no
2689	H	no
2690	H	no
2691	H	no
2692	H	no
2693	H	no
2694	H	no
2695	H	no
2696	H	HOMD
2697	H	no
2698	H	no
2699	H	no
2700	H	no
2701	H	HOMD
2702	H	no
2703	H	no
2704	H	no
2705	H	no
2706	H	no
2707	H	no
2708	H	no
2709	H	no
2710	H	HOMD
2711	P	no
2712	H	HOMD
2713	U	no
2714	H	no
2715	H	no
2716	P	no
2717	H	HOMD
2718	H	no
2719	H	no
2720	H	no
2721	U	no
2722	H	no
2723	Env	no
2724	Env	no
2725	H	no
2726	H	no
2727	H	no
2728	H	no
2729	H	no
2730	H	no
2731	H	no
2732	H	no
2733	H	no
2734	H	no
2735	H	HOMD
2736	H	no
2737	H	no
2738	H	no
2739	H	no
2740	H	no
2741	H	no
2742	H	no
2743	H	no
2744	H	no
2745	H	no
2746	U	no
2747	G	no
2748	H	no
2749	Env	no
2750	U	no
2751	U	no
2752	H	no
2753	H	no
2754	H	no
2755	H	no
2756	H-P	no
2757	H	no
2758	H	no
2759	H	no
2760	H-U	HOMD
2761	H	no
2762	U	no
2763	U	no
2764	U	no
2765	U	no
2766	H	no
2767	H	HOMD
2768	H	no
2769	H	no
2770	H-A	HOMD
2771	H-P	HOMD
2772	H	HOMD
2773	Env	no
2774	Env	no
2775	U	no
2776	Env	no
2777	R	no
2778	U	no
2779	U	no
2780	U	no
2781	G-U	no
2782	U	no
2783	U	no
2784	H	no
2785	H	no
2786	H	no
2787	H	no
2788	H	no
2789	H	no
2790	H	no
2791	H	no
2792	H	no
2793	H	no
2794	U	no
2795	U	no
2796	H	no
2797	H	no
2798	H	HOMD
2799	H	no
2800	H	no
2801	A	no
2802	H	no
2803	H	no
2804	H	no
2805	H	HOMD
2806	H	no
2807	H	no
2808	H	no
2809	H	no
2810	U	no
2811	A	no
2812	H	no
2813	H	no
2814	H	no
2815	H	HOMD
2816	H	no
2817	H	no
2818	H	no
2819	H	HOMD
2820	H	no
2821	H	no
2822	H	no
2823	H	no
2824	H	no
2825	H	no
2826	H	no
2827	H	HOMD
2828	H	no
2829	H	no
2830	A	no
2831	H	no
2832	H	no
2833	H	HOMD
2834	H	no
2835	H	no
2836	H	no
2837	H	no
2838	U	no
2839	H	no
2840	H	no
2841	H	no
2842	H	no
2843	H	no
2844	H	no
2845	H	no
2846	H	no
2847	H	HOMD
2848	H	HOMD
2849	H	no
2850	H	HOMD
2851	H	no
2852	H	HOMD
2853	H	no
2854	H	no
2855	H	no
2856	H	no
2857	H	no
2858	H	no
2859	H	no
2860	H	no
2861	H	no
2862	H	no
2863	H	no
2864	H	no
2865	H	no
2866	H	no
2867	H	no
2868	H	no
2869	H	no
2870	H	HOMD
2871	H	HOMD
2872	H	HOMD
2873	H	no
2874	H	HOMD
2875	H	no
2876	H	HOMD
2877	H	no
2878	H	no
2879	H	no
2880	H	no
2881	H	no
2882	H	no
2883	H	no
2884	H	no
2885	H	no
2886	H	no
2887	H	HOMD
2888	H	HOMD
2889	H	no
2890	H	no
2891	H	no
2892	H	no
2893	H	no
2894	G	no
2895	H	HOMD
2896	H	HOMD
2897	H	no
2898	H	no
2899	H	no
2900	H	HOMD
2901	H	HOMD
2902	A	no
2903	H	HOMD
2904	H	HOMD
2905	H	no
2906	H	no
2907	H	no
2908	U	no
2909	H	HOMD
2910	Env	no
2911	U	no
2912	H	no
2913	H	no
2914	H	no
2915	U	no
2916	G	no
2917	H	HOMD
2918	H	HOMD
2919	H	no
2920	H	HOMD
2921	H	HOMD
2922	H	HOMD
2923	H	no
2924	H	no
2925	H	no
2926	H	no
2927	H	no
2928	H	no
2929	H	no
2930	H	no
2931	H	no
2932	H	no
2933	H	HOMD
2934	H	no
2935	H	no
2936	H	no
2937	H	no
2938	H	no
2939	H	no
2940	H	no
2941	H	no
2942	H	no
2943	H	no
2944	H	no
2945	H	no
2946	H	no
2947	H	no
2948	H	no
2949	H	no
2950	H	no
2951	H	no
2952	H	no
2953	H	no
2954	H	no
2955	H	no
2956	H	no
2957	H	no
2958	H	no
2959	H	no
2960	H	no
2961	H	no
2962	H	no
2963	H-A	HOMD
2964	H	HOMD
2965	G	no
2966	G	no
2967	A	no
2968	H	no
2969	H	no
2970	H	HOMD
2971	H	no
2972	H	no
2973	H	no
2974	H	no
2975	H	no
2976	H	no
2977	H	no
2978	H	no
2979	H	no
2980	H	no
2981	H	no
2982	H	no
2983	H	no
2984	H	no
2985	H	no
2986	H	HOMD
2987	H	no
2988	H	no
2989	H	HOMD
2990	H	no
2991	H	no
2992	H	no
2993	H	no
2994	H	HOMD
2995	H	no
2996	H	no
2997	H	no
2998	H	no
2999	H	HOMD
3000	H	no
3001	H	no
3002	H	no
3003	H	no
3004	H	no
3005	H	no
3006	H	HOMD
3007	H	no
3008	H	no
3009	H	no
3010	H	no
3011	H	no
3012	H	no
3013	H	no
3014	H	no
3015	H	no
3016	H	no
3017	H	no
3018	H	no
3019	H	HOMD
3020	H	no
3021	H	no
3022	H	no
3023	H	no
3024	H	no
3025	H	no
3026	H	no
3027	H	no
3028	H	no
3029	H	no
3030	H	no
3031	H	no
3032	H	no
3033	H	no
3034	H	no
3035	H	no
3036	H	no
3037	H	no
3038	H	no
3039	H	no
3040	H	no
3041	H	no
3042	H	no
3043	H	HOMD
3044	H	HOMD
3045	H	no
3046	H	no
3047	H	no
3048	H	no
3049	H	no
3050	H	no
3051	H	no
3052	H	no
3053	H	no
3054	H	no
3055	H	no
3056	H	HOMD
3057	H	HOMD
3058	H	HOMD
3059	H	HOMD
3060	H	no
3061	H	no
3062	H	no
3063	H	no
3064	H	no
3065	H	no
3066	H	no
3067	H	no
3068	H	no
3069	H	no
3070	H	no
3071	U	no
3072	H	HOMD
3073	H	no
3074	H	no
3075	H	no
3076	H	no
3077	H	HOMD
3078	H	no
3079	H	HOMD
3080	H	HOMD
3081	H	no
3082	G	no
3083	U	no
3084	Env	no
3085	G-U	no
3086	U	no
3087	G-U	no
3088	Env	no
3089	H	no
3090	H	no
3091	H	no
3092	H	no
3093	H-G	no
3094	H	no
3095	H	no
3096	H	no
3097	H	no
3098	H	HOMD
3099	H	no
3100	H	no
3101	H	no
3102	H	no
3103	H	no
3104	H	no
3105	H	no
3106	H	no
3107	H	no
3108	H	HOMD
3109	H	no
3110	H	no
3111	H	no
3112	H	no
3113	H	no
3114	H	no
3115	H	no
3116	H	no
3117	H	no
3118	H	HOMD
3119	H	HOMD
3120	H	no
3121	H	HOMD
3122	H	HOMD
3123	H	no
3124	H	no
3125	H	no
3126	H	no
3127	H	no
3128	H	no
3129	H	no
3130	H	HOMD
3131	H	no
3132	H	no
3133	H	no
3134	H	no
3135	H	HOMD
3136	H	no
3137	H	no
3138	H	HOMD
3139	H	no
3140	H	HOMD
3141	H	no
3142	H	no
3143	H	no
3144	H	HOMD
3145	H	no
3146	H	no
3147	H	no
3148	H	HOMD
3149	H	HOMD
3150	H	no
3151	H	no
3152	H	no
3153	H	no
3154	P	no
3155	H	no
3156	P	no
3157	U	no
3158	H	no
3159	H	no
3160	U	no
3161	H	no
3162	H	no
3163	H	HOMD
3164	H	no
3165	H	no
3166	H	no
3167	H	no
3168	H	no
3169	H	HOMD
3170	H-P	no
3171	H	HOMD
3172	H	no
3173	H	HOMD
3174	H	HOMD
3175	G	no
3176	H	no
3177	H-P-G	no
3178	G	no
3179	H	no
3180	H	no
3181	A	no
3182	H	no
3183	H	HOMD
3184	H-P-G	no
3185	H	no
3186	Po	no
3187	P	no
3188	H	HOMD
3189	H	no
3190	Env	no
3191	Env	no
3192	H	no
3193	H	no
3194	P	no
3195	P	no
3196	Env	no
3197	Env	no
3198	Env	no
3199	Env	no
3200	Env	no
3201	Env	no
3202	A	no
3203	Env	no
3204	H	no
3205	H	no
3206	H	no
3207	Env	no
3208	Env	no
3209	P-G	no
3210	H-Po	HOMD
3211	H-N	no
3212	H	no
3213	G-U	no
3214	H	HOMD
3215	G	no
3216	H	HOMD
3217	H	HOMD
3218	P-G	no
3219	Env	no
3220	Env	no
3221	Env	no
3222	Env	no
3223	Env	no
3224	Env	no
3225	Env	no
3226	Env	no
3227	Env	no
3228	Env	no
3229	Env	no
3230	Env	no
3231	Env	no
3232	Env	no
3233	Env	no
3234	Env	no
3235	Env	no
3236	Env	no
3237	Env	no
3238	Env	no
3239	Env	no
3240	Env	no
3241	Env	no
3242	Env	no
3243	Env	no
3244	Env	no
3245	Env	no
3246	Env	no
3247	Env	no
3248	Env	no
3249	Env	no
3250	Env	no
3251	P	no
3252	Env	no
3253	Env	no
3254	Env	no
3255	Env	no
3256	Env	no
3257	Env	no
3258	Env	no
3259	Env	no
3260	Env	no
3261	Env	no
3262	Env	no
3263	Env	no
3264	H	no
3265	Env	no
3266	Env	no
3267	Env	no
3268	U	no
3269	Env	no
3270	Env	no
3271	Env	no
3272	Env	no
3273	U	no
3274	H	no
3275	H	no
3276	H	no
3277	H	no
3278	Env	no
3279	H	no
3280	Env	no
3281	P-U	no
3282	H	no
3283	H-N	no
3284	P	no
3285	H-N	HOMD
3286	H-P	no
3287	H-N	no
3288	U	no
3289	U	no
3290	U	no
3291	H	no
3292	H	no
3293	G	no
3294	H	no
3295	H	no
3296	H	no
3297	H	no
3298	H	HOMD
3299	H	no
3300	Env	no
3301	U	no
3302	H	HOMD
3303	H	no
3304	H	no
3305	H	no
3306	H	no
3307	H	no
3308	H	no
3309	H	no
3310	H	no
3311	H	no
3312	H	no
3313	H	no
3314	H	no
3315	H	no
3316	H	no
3317	H	no
3318	H	no
3319	H	no
3320	H	no
3321	H	no
3322	H	no
3323	H	no
3324	H	no
3325	H	no
3326	H	no
3327	H	no
3328	H	no
3329	H	no
3330	H	no
3331	H	no
3332	H	no
3333	H	no
3334	H	no
3335	H	no
3336	H	no
3337	H	no
3338	H	no
3339	H	no
3340	H	no
3341	H	no
3342	H	no
3343	H	no
3344	H	no
3345	H	no
3346	H	no
3347	H	no
3348	H	no
3349	H	no
3350	H	no
3351	H	no
3352	H	no
3353	H	no
3354	H	no
3355	H	no
3356	H	no
3357	H	no
3358	H	no
3359	H	no
3360	H	no
3361	H	no
3362	H	no
3363	H	no
3364	H	no
3365	H	no
3366	H	no
3367	H	no
3368	H	no
3369	H	no
3370	H	no
3371	H	no
3372	H	HOMD
3373	H	no
3374	H	no
3375	H	no
3376	H	no
3377	H	no
3378	H	no
3379	H	no
3380	H	no
3381	H	no
3382	H	no
3383	H	no
3384	H	no
3385	H	no
3386	H	no
3387	H	no
3388	H	no
3389	H	no
3390	H	no
3391	H	no
3392	H	no
3393	H	no
3394	H	no
3395	H	no
3396	H	no
3397	H	no
3398	H	no
3399	H	no
3400	H	no
3401	H	no
3402	H	no
3403	H	no
3404	H	no
3405	H	no
3406	H	no
3407	H	no
3408	H	no
3409	H	no
3410	G	no
3411	G	no
3412	P	no
3413	P	no
3414	G	no
3415	H	HOMD
3416	H	HOMD
3417	H	no
3418	H	HOMD
3419	H	HOMD
3420	H	no
3421	H-N	no
3422	H	HOMD
3423	H	HOMD
3424	H	no
3425	H-N	no
3426	P	no
3427	H	no
3428	N	no
3429	U	no
3430	H-P	HOMD
3431	H	no
3432	H	no
3433	H	no
3434	H-N-P-G	HOMD
3435	H	no
3436	H	no
3437	H	HOMD
3438	H	no
3439	H	no
3440	H	no
3441	Env	no
3442	N	no
3443	H	no
3444	Env	no
3445	U	no
3446	G	no
3447	H	no
3448	H	no
3449	H	no
3450	H	HOMD
3451	H	no
3452	H	no
3453	H	no
3454	H	no
3455	N	no
3456	A	no
3457	H	no
3458	H	no
3459	H	no
3460	U	no
3461	U	no
3462	H	no
3463	H	no
3464	H-U	HOMD
3465	H	HOMD
3466	U	no
3467	U	no
3468	U	no
3469	U	no
3470	U	no
3471	H	no
3472	H-P-G-A	no
3473	H	no
3474	G	no
3475	H-A	no
3476	U	no
3477	H	no
3478	H	no
3479	U	no
3480	A	no
3481	H	no
3482	H-A	HOMD
3483	P	no
3484	H-U	HOMD
3485	H-U	HOMD
3486	H	HOMD
3487	H	HOMD
3488	H	HOMD
3489	H-U	HOMD
3490	H	HOMD
3491	H	HOMD
3492	H	HOMD
3493	H	HOMD
3494	H	HOMD
3495	H	HOMD
3496	H	HOMD
3497	G	no
3498	G	no
3499	H	no
3500	U	no
3501	Env	no
3502	Env	no
3503	Env	no
3504	N	no
3505	H	no
3506	Po	no
3507	Env	no
3508	U	no
3509	H	no
3510	U	no
3511	U	no
3512	Env	no
3513	H	no
3514	H	no
3515	G	no
3516	U	no
3517	U	no
3518	H	no
3519	U	no
3520	U	no
3521	H	no
3522	H-U	no
3523	U	no
3524	U	no
3525	U	no
3526	G-U	no
3527	U	no
3528	U	no
3529	U	no
3530	U	no
3531	U	no
3532	U	no
3533	G-U	no
3534	U	no
3535	H	no
3536	Env	no
3537	Env	no
3538	Env	no
3539	Env	no
3540	Env	no
3541	H	no
3542	Env	no
3543	Env	no
3544	Env	no
3545	Env	no
3546	Env	no
3547	Env	no
3548	Env	no
3549	Env	no
3550	Env	no
3551	Env	no
3552	Env	no
3553	Env	no
3554	Env	no
3555	Env	no
3556	Env	no
3557	Env	no
3558	U	no
3559	Env	no
3560	Env	no
3561	H	no
3562	H	no
3563	P	no
3564	H	no
3565	A	no
3566	H	no
3567	H	no
3568	H	no
3569	H	no
3570	H	no
3571	H	no
3572	H	no
3573	H	no
3574	H	no
3575	H	no
3576	H	no
3577	H	no
3578	H	no
3579	H	no
3580	H	no
3581	H	no
3582	H	no
3583	H	no
3584	H	no
3585	H	no
3586	H	no
3587	H	no
3588	H	no
3589	H	no
3590	H	HOMD
3591	H	no
3592	H	HOMD
3593	H	no
3594	H	no
3595	H	no
3596	H	no
3597	H	no
3598	H	no
3599	H	no
3600	H	no
3601	H	no
3602	H	no
3603	H	no
3604	H	HOMD
3605	H	no
3606	H	no
3607	H	no
3608	H	no
3609	H	no
3610	H	no
3611	H	no
3612	H	no
3613	H	no
3614	H	no
3615	H	no
3616	H	no
3617	H	no
3618	H	no
3619	H	HOMD
3620	H	HOMD
3621	H	no
3622	A	no
3623	A	no
3624	H	no
3625	H	HOMD
3626	H	no
3627	G	no
3628	H	HOMD
3629	G	no
3630	G	no
3631	H	no
3632	H	no
3633	H	no
3634	H	no
3635	H	no
3636	H	no
3637	H	no
3638	H	no
3639	H	no
3640	H	no
3641	H	no
3642	H	no
3643	H	no
3644	H	no
3645	H	no
3646	H	no
3647	H	no
3648	H	HOMD
3649	H	no
3650	H	no
3651	H	no
3652	H	no
3653	H	no
3654	H	no
3655	H	no
3656	H	no
3657	H	no
3658	H	no
3659	H	no
3660	H	no
3661	H	no
3662	U	no
3663	H	HOMD
3664	H	HOMD
3665	H	HOMD
3666	H	HOMD
3667	H-N	no
3668	H	no
3669	H	no
3670	H	no
3671	H	no
3672	H	HOMD
3673	H	no
3674	H	no
3675	H	no
3676	H	no
3677	H	no
3678	H	no
3679	H	no
3680	H	no
3681	H	HOMD
3682	H	no
3683	H	no
3684	H	no
3685	H	no
3686	H	HOMD
3687	H	no
3688	H	no
3689	H	no
3690	H	no
3691	H	HOMD
3692	H	no
3693	H	no
3694	H	no
3695	H	no
3696	H	no
3697	H	no
3698	H	no
3699	H	no
3700	H	no
3701	H	no
3702	H	no
3703	H	no
3704	H	no
3705	H	no
3706	H	no
3707	H	no
3708	H	no
3709	H	no
3710	H	no
3711	H	no
3712	H	no
3713	H	no
3714	H	no
3715	H	no
3716	H	no
3717	H	no
3718	H	no
3719	H	no
3720	H	no
3721	H	no
3722	H	no
3723	H	no
3724	H	no
3725	H	no
3726	H	no
3727	H	no
3728	H	no
3729	H	no
3730	H	no
3731	H	no
3732	H	no
3733	H	no
3734	H	no
3735	H	no
3736	H	no
3737	H	no
3738	H	no
3739	H	no
3740	H	no
3741	H	no
3742	H	no
3743	H	no
3744	H	HOMD
3745	H	HOMD
3746	H	no
3747	H	no
3748	H	no
3749	H	no
3750	H	HOMD
3751	H	no
3752	H	no
3753	G	no
3754	P	no
3755	U	no
3756	H	HOMD
3757	H	no
3758	Env	no
3759	H	no
3760	H	no
3761	U-R	no
3762	G	no
3763	H-G	no
3764	H	HOMD
3765	Env	no
3766	Env	no
3767	Env	no
3768	H	HOMD
3769	H	HOMD
3770	U	no
3771	U	no
3772	H	no
3773	H	no
3774	H	no
3775	H	HOMD
3776	H	HOMD
3777	H	no
3778	H	HOMD
3779	H	no
3780	H	no
3781	H	no
3782	H	no
3783	H	no
3784	H	no
3785	H	no
3786	H	no
3787	H	HOMD
3788	H	HOMD
3789	H	no
3790	H	HOMD
3791	H	no
3792	H	no
3793	H	HOMD
3794	H	HOMD
3795	H	HOMD
3796	H	no
3797	H	no
3798	N	no
3799	G	no
3800	H	HOMD
3801	G	no
3802	A	no
3803	H	HOMD
3804	A	no
3805	H	no
3806	H	HOMD
3807	H	no
3808	H	no
3809	H	no
3810	A	no
3811	H-N	no
3812	H	HOMD
3813	H	no
3814	P-G	no
3815	H	HOMD
3816	H	no
3817	H	HOMD
3818	G	no
3819	U	no
3820	H	no
3821	R	no
3822	H-A	HOMD
3823	H	no
3824	H	no
3825	H	HOMD
3826	H	no
3827	G	no
3828	H	no
3829	H	no
3830	H	no
3831	H	HOMD
3832	H	no
3833	H-N	HOMD
3834	H	no
3835	N	no
3836	H	no
3837	G	no
3838	H	no
3839	H-N	no
3840	H	no
3841	P-G	no
3842	H-N	no
3843	H	no
3844	H	no
3845	H	no
3846	Env	no
3847	U	no
3848	H	no
3849	A	no
3850	H	HOMD
3851	H	no
3852	H	no
3853	H	no
3854	H	no
3855	H	no
3856	H	no
3857	H-N	no
3858	H	no
3859	H	no
3860	H	no
3861	H	HOMD
3862	P	no
3863	H	no
3864	U	no
3865	H	no
3866	U	no
3867	U	no
3868	U	no
3869	Env	no
