Sample	MAG_accession	site
RSZYD18078551	GWHAREO00000000	saliva
RSZYD18078552	GWHAREP00000000	saliva
RSZYD18078555	GWHAREQ00000000	saliva
RSZYD18078561	GWHARER00000000	saliva
RSZYD18078562	GWHARES00000000	saliva
RSZYD18078566	GWHARET00000000	saliva
RSZYD18078569	GWHAREU00000000	saliva
RSZYD18078570	GWHAREV00000000	saliva
RSZYD18078570	GWHAREW00000000	saliva
RSZYD18078570	GWHAREX00000000	saliva
RSZYD18078570	GWHAREY00000000	saliva
RSZYD18078570	GWHAREZ00000000	saliva
RSZYD18078571	GWHARFA00000000	saliva
RSZYD18078575	GWHARFB00000000	saliva
RSZYD18078577	GWHARFC00000000	saliva
RSZYD18078580	GWHARFD00000000	saliva
RSZYD18078581	GWHARFE00000000	saliva
RSZYD18078589	GWHARFF00000000	saliva
RSZYD18078592	GWHARFG00000000	saliva
RSZYD18078592	GWHARFH00000000	saliva
RSZYD18078594	GWHARFI00000000	saliva
RSZYD18078597	GWHARFJ00000000	saliva
RSZYD18078598	GWHARFK00000000	saliva
RSZYD18078598	GWHARFL00000000	saliva
RSZYD18078601	GWHARFM00000000	saliva
RSZYD18078605	GWHARFN00000000	saliva
RSZYD18078609	GWHARFO00000000	saliva
RSZYD18078609	GWHARFP00000000	saliva
RSZYD18078612	GWHARFQ00000000	saliva
RSZYD18078615	GWHARFR00000000	saliva
RSZYD18078615	GWHARFS00000000	saliva
RSZYD18078615	GWHARFT00000000	saliva
RSZYD18078616	GWHARFU00000000	saliva
RSZYD18078618	GWHARFV00000000	saliva
RSZYD18078619	GWHARFW00000000	saliva
RSZYD18078620	GWHARFX00000000	saliva
RSZYD18078622	GWHARFY00000000	saliva
RSZYD18078623	GWHARFZ00000000	saliva
RSZYD18078623	GWHARGA00000000	saliva
RSZYD18078623	GWHARGB00000000	saliva
RSZYD18078625	GWHARGC00000000	saliva
RSZYD18078627	GWHARGD00000000	saliva
RSZYD18078627	GWHARGE00000000	saliva
RSZYD18078635	GWHARGF00000000	saliva
RSZYD18078642	GWHARGG00000000	saliva
RSZYD18078642	GWHARGH00000000	saliva
RSZYD18078643	GWHARGI00000000	saliva
RSZYD18078644	GWHARGJ00000000	saliva
RSZYD18078647	GWHARGK00000000	saliva
RSZYD18078649	GWHARGL00000000	saliva
RSZYD18078650	GWHARGM00000000	saliva
RSZYD18078650	GWHARGN00000000	saliva
RSZYD18078651	GWHARGO00000000	saliva
RSZYD18078656	GWHARGP00000000	saliva
RSZYD18078662	GWHARGQ00000000	saliva
RSZYD18078663	GWHARGR00000000	saliva
RSZYD18078664	GWHARGS00000000	saliva
RSZYD18078668	GWHARGT00000000	saliva
RSZYD18078673	GWHARGU00000000	saliva
RSZYD18078673	GWHARGV00000000	saliva
RSZYD18078674	GWHARGW00000000	saliva
RSZYD18078675	GWHARGX00000000	saliva
RSZYD18078685	GWHARGY00000000	saliva
RSZYD18078688	GWHARGZ00000000	saliva
RSZYD18078688	GWHARHA00000000	saliva
RSZYD18078689	GWHARHB00000000	saliva
RSZYD18078692	GWHARHC00000000	saliva
RSZYD18078693	GWHARHD00000000	saliva
RSZYD18078694	GWHARHE00000000	saliva
RSZYD18078698	GWHARHF00000000	saliva
RSZYD18078698	GWHARHG00000000	saliva
RSZYD18078699	GWHARHH00000000	saliva
RSZYD18078700	GWHARHI00000000	saliva
RSZYD18078700	GWHARHJ00000000	saliva
RSZYD18078713	GWHARHK00000000	saliva
RSZYD18078716	GWHARHL00000000	saliva
RSZYD18078716	GWHARHM00000000	saliva
RSZYD18078717	GWHARHN00000000	saliva
RSZYD18078718	GWHARHO00000000	saliva
RSZYD18078719	GWHARHP00000000	saliva
RSZYD18078719	GWHARHQ00000000	saliva
RSZYD18078723	GWHARHR00000000	saliva
RSZYD18078725	GWHARHS00000000	saliva
RSZYD18078725	GWHARHT00000000	saliva
RSZYD18078735	GWHARHU00000000	saliva
RSZYD18078736	GWHARHV00000000	saliva
RSZYD18078736	GWHARHW00000000	saliva
RSZYD18078738	GWHARHX00000000	saliva
RSZYD18078745	GWHARHY00000000	saliva
RSZYD18078745	GWHARHZ00000000	saliva
RSZYD18078747	GWHARIA00000000	saliva
RSZYD18078749	GWHARIB00000000	saliva
RSZYD18078750	GWHARIC00000000	saliva
RSZYD18078754	GWHARID00000000	saliva
RSZYD18078755	GWHARIE00000000	saliva
RSZYD18078755	GWHARIF00000000	saliva
RSZYD18078768	GWHARIG00000000	saliva
RSZYD18078773	GWHARIH00000000	saliva
RSZYD18078774	GWHARII00000000	saliva
RSZYD18078774	GWHARIJ00000000	saliva
RSZYD18078776	GWHARIK00000000	saliva
RSZYD18078780	GWHARIL00000000	saliva
RSZYD18078781	GWHARIM00000000	saliva
RSZYD18078782	GWHARIN00000000	saliva
RSZYD18078784	GWHARIO00000000	saliva
RSZYD18078784	GWHARIP00000000	saliva
RSZYD18078784	GWHARIQ00000000	saliva
RSZYD18078786	GWHARIR00000000	saliva
RSZYD18078789	GWHARIS00000000	saliva
RSZYD18078790	GWHARIT00000000	saliva
RSZYD18078790	GWHARIU00000000	saliva
RSZYD18078790	GWHARIV00000000	saliva
RSZYD18078791	GWHARIW00000000	saliva
RSZYD18078793	GWHARIX00000000	saliva
RSZYD18078793	GWHARIY00000000	saliva
RSZYD18078793	GWHARIZ00000000	saliva
RSZYD18078795	GWHARJA00000000	saliva
RSZYD18078796	GWHARJB00000000	saliva
RSZYD18078796	GWHARJC00000000	saliva
RSZYD18078798	GWHARJD00000000	saliva
RSZYD18078798	GWHARJE00000000	saliva
RSZYD18078799	GWHARJF00000000	saliva
RSZYD18078807	GWHARJG00000000	saliva
RSZYD18078810	GWHARJH00000000	saliva
RSZYD18088539	GWHARJI00000000	saliva
RSZYD18088544	GWHARJJ00000000	tongue
RSZYD18088544	GWHARJK00000000	tongue
RSZYD18088544	GWHARJL00000000	tongue
RSZYD18088545	GWHARJM00000000	tongue
RSZYD18088546	GWHARJN00000000	tongue
RSZYD18088547	GWHARJO00000000	tongue
RSZYD18088549	GWHARJP00000000	tongue
RSZYD18088552	GWHARJQ00000000	tongue
RSZYD18088552	GWHARJR00000000	tongue
RSZYD18088553	GWHARJS00000000	tongue
RSZYD18088554	GWHARJT00000000	tongue
RSZYD18088556	GWHARJU00000000	tongue
RSZYD18088556	GWHARJV00000000	tongue
RSZYD18088556	GWHARJW00000000	tongue
RSZYD18088557	GWHARJX00000000	tongue
RSZYD18088557	GWHARJY00000000	tongue
RSZYD18088559	GWHARJZ00000000	tongue
RSZYD18088562	GWHARKA00000000	tongue
RSZYD18088562	GWHARKB00000000	tongue
RSZYD18093181	GWHARKC00000000	tongue
RSZYD18093181	GWHARKD00000000	tongue
RSZYD18186999	GWHARKE00000000	saliva
RSZYD18186999	GWHARKF00000000	saliva
RSZYD18187003	GWHARKG00000000	saliva
RSZYD18187005	GWHARKH00000000	saliva
RSZYD18187008	GWHARKI00000000	saliva
RSZYD18187009	GWHARKJ00000000	saliva
RSZYD18187012	GWHARKK00000000	saliva
RSZYD18187013	GWHARKL00000000	saliva
RSZYD18187018	GWHARKM00000000	saliva
RSZYD18187018	GWHARKN00000000	saliva
RSZYD18187020	GWHARKO00000000	saliva
RSZYD18187021	GWHARKP00000000	saliva
RSZYD18187029	GWHARKQ00000000	saliva
RSZYD18187034	GWHARKR00000000	saliva
RSZYD18187035	GWHARKS00000000	saliva
RSZYD18187036	GWHARKT00000000	saliva
RSZYD18187045	GWHARKU00000000	saliva
RSZYD18187045	GWHARKV00000000	saliva
RSZYD18187045	GWHARKW00000000	saliva
RSZYD18187049	GWHARKX00000000	saliva
RSZYD18187050	GWHARKY00000000	saliva
RSZYD18187050	GWHARKZ00000000	saliva
RSZYD18187052	GWHARLA00000000	saliva
RSZYD18187054	GWHARLB00000000	saliva
RSZYD18187054	GWHARLC00000000	saliva
RSZYD18187056	GWHARLD00000000	saliva
RSZYD18187058	GWHARLE00000000	saliva
RSZYD18187059	GWHARLF00000000	saliva
RSZYD18187059	GWHARLG00000000	saliva
RSZYD18187059	GWHARLH00000000	saliva
RSZYD18187059	GWHARLI00000000	saliva
RSZYD18187060	GWHARLJ00000000	saliva
RSZYD18187060	GWHARLK00000000	saliva
RSZYD18187061	GWHARLL00000000	saliva
RSZYD18187062	GWHARLM00000000	saliva
RSZYD18187065	GWHARLN00000000	saliva
RSZYD18187067	GWHARLO00000000	saliva
RSZYD18187069	GWHARLP00000000	saliva
RSZYD18187071	GWHARLQ00000000	saliva
RSZYD18187072	GWHARLR00000000	saliva
RSZYD18187072	GWHARLS00000000	saliva
RSZYD18187074	GWHARLT00000000	saliva
RSZYD18187075	GWHARLU00000000	saliva
RSZYD18187081	GWHARLV00000000	saliva
RSZYD18187082	GWHARLW00000000	saliva
RSZYD18187091	GWHARLX00000000	saliva
RSZYD18187091	GWHARLY00000000	saliva
RSZYD18187093	GWHARLZ00000000	saliva
RSZYD18187095	GWHARMA00000000	saliva
RSZYD18187096	GWHARMB00000000	saliva
RSZYD18187098	GWHARMC00000000	saliva
RSZYD18187099	GWHARMD00000000	saliva
RSZYD18187101	GWHARME00000000	saliva
RSZYD18187103	GWHARMF00000000	saliva
RSZYD18187106	GWHARMG00000000	saliva
RSZYD18187106	GWHARMH00000000	saliva
RSZYD18187114	GWHARMI00000000	saliva
RSZYD18187114	GWHARMJ00000000	saliva
RSZYD18187115	GWHARMK00000000	saliva
RSZYD18187118	GWHARML00000000	saliva
RSZYD18187121	GWHARMM00000000	saliva
RSZYD18187123	GWHARMN00000000	saliva
RSZYD18187129	GWHARMO00000000	saliva
RSZYD18187131	GWHARMP00000000	saliva
RSZYD18187135	GWHARMQ00000000	saliva
RSZYD18187137	GWHARMR00000000	saliva
RSZYD18187137	GWHARMS00000000	saliva
RSZYD18187144	GWHARMT00000000	saliva
RSZYD18187150	GWHARMU00000000	saliva
RSZYD18187154	GWHARMV00000000	saliva
RSZYD18187159	GWHARMW00000000	saliva
RSZYD18187160	GWHARMX00000000	saliva
RSZYD18187165	GWHARMY00000000	saliva
RSZYD18187166	GWHARMZ00000000	saliva
RSZYD18187168	GWHARNA00000000	saliva
RSZYD18187174	GWHARNB00000000	saliva
RSZYD18187174	GWHARNC00000000	saliva
RSZYD18187179	GWHARND00000000	saliva
RSZYD18187180	GWHARNE00000000	saliva
RSZYD18187181	GWHARNF00000000	saliva
RSZYD18187183	GWHARNG00000000	saliva
RSZYD18187189	GWHARNH00000000	saliva
RSZYD18187191	GWHARNI00000000	saliva
RSZYD18187192	GWHARNJ00000000	saliva
RSZYD18187193	GWHARNK00000000	saliva
RSZYD18187195	GWHARNL00000000	saliva
RSZYD18187195	GWHARNM00000000	saliva
RSZYD18187196	GWHARNN00000000	saliva
RSZYD18187197	GWHARNO00000000	saliva
RSZYD18187200	GWHARNP00000000	saliva
RSZYD18187201	GWHARNQ00000000	saliva
RSZYD18187207	GWHARNR00000000	saliva
RSZYD18187212	GWHARNS00000000	saliva
RSZYD18187214	GWHARNT00000000	saliva
RSZYD18187214	GWHARNU00000000	saliva
RSZYD18187216	GWHARNV00000000	saliva
RSZYD18187217	GWHARNW00000000	saliva
RSZYD18187227	GWHARNX00000000	saliva
RSZYD18187227	GWHARNY00000000	saliva
RSZYD18187237	GWHARNZ00000000	saliva
RSZYD18187237	GWHAROA00000000	saliva
RSZYD18187237	GWHAROB00000000	saliva
RSZYD18187237	GWHAROC00000000	saliva
RSZYD18187243	GWHAROD00000000	saliva
RSZYD18187245	GWHAROE00000000	saliva
RSZYD18187245	GWHAROF00000000	saliva
RSZYD18187251	GWHAROG00000000	saliva
RSZYD18187251	GWHAROH00000000	saliva
RSZYD18187252	GWHAROI00000000	saliva
RSZYD18187253	GWHAROJ00000000	saliva
RSZYD18187253	GWHAROK00000000	saliva
RSZYD18187258	GWHAROL00000000	saliva
RSZYD18187261	GWHAROM00000000	saliva
RSZYD18187261	GWHARON00000000	saliva
RSZYD18187267	GWHAROO00000000	saliva
RSZYD18187267	GWHAROP00000000	saliva
RSZYD18187271	GWHAROQ00000000	saliva
RSZYD18187272	GWHAROR00000000	saliva
RSZYD18187272	GWHAROS00000000	saliva
RSZYD18187273	GWHAROT00000000	saliva
RSZYD18187273	GWHAROU00000000	saliva
RSZYD18187273	GWHAROV00000000	saliva
RSZYD18187273	GWHAROW00000000	saliva
RSZYD18187273	GWHAROX00000000	saliva
RSZYD18187273	GWHAROY00000000	saliva
RSZYD18187275	GWHAROZ00000000	saliva
RSZYD18187275	GWHARPA00000000	saliva
RSZYD18187275	GWHARPB00000000	saliva
RSZYD18187279	GWHARPC00000000	saliva
RSZYD18187282	GWHARPD00000000	saliva
RSZYD18187288	GWHARPE00000000	saliva
RSZYD18187288	GWHARPF00000000	saliva
RSZYD18187289	GWHARPG00000000	saliva
RSZYD18187289	GWHARPH00000000	saliva
RSZYD18187289	GWHARPI00000000	saliva
RSZYD18187289	GWHARPJ00000000	saliva
RSZYD18187289	GWHARPK00000000	saliva
RSZYD18187295	GWHARPL00000000	saliva
RSZYD18187302	GWHARPM00000000	saliva
RSZYD18187306	GWHARPN00000000	saliva
RSZYD18187306	GWHARPO00000000	saliva
RSZYD18187310	GWHARPP00000000	saliva
RSZYD18187311	GWHARPQ00000000	saliva
RSZYD18187312	GWHARPR00000000	saliva
RSZYD18187313	GWHARPS00000000	saliva
RSZYD18187315	GWHARPT00000000	saliva
RSZYD18187319	GWHARPU00000000	saliva
RSZYD18187320	GWHARPV00000000	saliva
RSZYD18187321	GWHARPW00000000	saliva
RSZYD18187325	GWHARPX00000000	saliva
RSZYD18187335	GWHARPY00000000	saliva
RSZYD18187336	GWHARPZ00000000	saliva
RSZYD18187336	GWHARQA00000000	saliva
RSZYD18187337	GWHARQB00000000	saliva
RSZYD18187337	GWHARQC00000000	saliva
RSZYD18187339	GWHARQD00000000	saliva
RSZYD18187346	GWHARQE00000000	saliva
RSZYD18187349	GWHARQF00000000	saliva
RSZYD18187349	GWHARQG00000000	saliva
RSZYD18187350	GWHARQH00000000	saliva
RSZYD18187350	GWHARQI00000000	saliva
RSZYD18187351	GWHARQJ00000000	saliva
RSZYD18187351	GWHARQK00000000	saliva
RSZYD18187354	GWHARQL00000000	saliva
RSZYD18187356	GWHARQM00000000	saliva
RSZYD18187357	GWHARQN00000000	saliva
RSZYD18187367	GWHARQO00000000	saliva
RSZYD18187367	GWHARQP00000000	saliva
RSZYD18187369	GWHARQQ00000000	saliva
RSZYD18187372	GWHARQR00000000	saliva
RSZYD18187372	GWHARQS00000000	saliva
RSZYD18187375	GWHARQT00000000	saliva
RSZYD18187384	GWHARQU00000000	saliva
RSZYD18187391	GWHARQV00000000	saliva
RSZYD18187393	GWHARQW00000000	saliva
RSZYD18187394	GWHARQX00000000	saliva
RSZYD18187398	GWHARQY00000000	saliva
RSZYD18187398	GWHARQZ00000000	saliva
RSZYD18187404	GWHARRA00000000	saliva
RSZYD18187411	GWHARRB00000000	saliva
RSZYD18187416	GWHARRC00000000	saliva
RSZYD18187418	GWHARRD00000000	saliva
RSZYD18187421	GWHARRE00000000	saliva
RSZYD18187421	GWHARRF00000000	saliva
RSZYD18187425	GWHARRG00000000	saliva
RSZYD18187427	GWHARRH00000000	saliva
RSZYD18187431	GWHARRI00000000	saliva
RSZYD18187441	GWHARRJ00000000	saliva
RSZYD18187447	GWHARRK00000000	saliva
RSZYD18187450	GWHARRL00000000	saliva
RSZYD18187451	GWHARRM00000000	saliva
RSZYD18187454	GWHARRN00000000	saliva
RSZYD18187457	GWHARRO00000000	saliva
RSZYD18187459	GWHARRP00000000	saliva
RSZYD18187459	GWHARRQ00000000	saliva
RSZYD18187463	GWHARRR00000000	saliva
RSZYD18187464	GWHARRS00000000	saliva
RSZYD18187472	GWHARRT00000000	saliva
RSZYD18187472	GWHARRU00000000	saliva
RSZYD18187479	GWHARRV00000000	saliva
RSZYD18187484	GWHARRW00000000	saliva
RSZYD18187485	GWHARRX00000000	saliva
RSZYD18187488	GWHARRY00000000	saliva
RSZYD18187492	GWHARRZ00000000	saliva
RSZYD18187492	GWHARSA00000000	saliva
RSZYD18187495	GWHARSB00000000	saliva
RSZYD18187497	GWHARSC00000000	saliva
RSZYD18187498	GWHARSD00000000	saliva
RSZYD18187503	GWHARSE00000000	saliva
RSZYD18187504	GWHARSF00000000	saliva
RSZYD18187507	GWHARSG00000000	saliva
RSZYD18187507	GWHARSH00000000	saliva
RSZYD18187508	GWHARSI00000000	saliva
RSZYD18187511	GWHARSJ00000000	saliva
RSZYD18187514	GWHARSK00000000	saliva
RSZYD18187514	GWHARSL00000000	saliva
RSZYD18187519	GWHARSM00000000	saliva
RSZYD18187520	GWHARSN00000000	saliva
RSZYD18187525	GWHARSO00000000	saliva
RSZYD18187527	GWHARSP00000000	saliva
RSZYD18187528	GWHARSQ00000000	saliva
RSZYD18187534	GWHARSR00000000	saliva
RSZYD18187541	GWHARSS00000000	saliva
RSZYD18187541	GWHARST00000000	saliva
RSZYD18187555	GWHARSU00000000	saliva
RSZYD18187555	GWHARSV00000000	saliva
RSZYD18187555	GWHARSW00000000	saliva
RSZYD18187556	GWHARSX00000000	saliva
RSZYD18187562	GWHARSY00000000	saliva
RSZYD18187566	GWHARSZ00000000	saliva
RSZYD18187570	GWHARTA00000000	saliva
RSZYD18187570	GWHARTB00000000	saliva
RSZYD18187578	GWHARTC00000000	saliva
RSZYD18187582	GWHARTD00000000	saliva
RSZYD18187583	GWHARTE00000000	saliva
RSZYD18187585	GWHARTF00000000	saliva
RSZYD18187587	GWHARTG00000000	saliva
RSZYD18187602	GWHARTH00000000	saliva
RSZYD18187603	GWHARTI00000000	saliva
RSZYD18187605	GWHARTJ00000000	saliva
RSZYD18187606	GWHARTK00000000	saliva
RSZYD18187608	GWHARTL00000000	saliva
RSZYD18187611	GWHARTM00000000	saliva
RSZYD18187613	GWHARTN00000000	saliva
RSZYD18187615	GWHARTO00000000	saliva
RSZYD18187615	GWHARTP00000000	saliva
RSZYD18187617	GWHARTQ00000000	saliva
RSZYD18187617	GWHARTR00000000	saliva
RSZYD18187617	GWHARTS00000000	saliva
RSZYD18187617	GWHARTT00000000	saliva
RSZYD18187619	GWHARTU00000000	saliva
RSZYD18187621	GWHARTV00000000	saliva
RSZYD18187624	GWHARTW00000000	saliva
RSZYD18187624	GWHARTX00000000	saliva
RSZYD18187627	GWHARTY00000000	saliva
RSZYD18187627	GWHARTZ00000000	saliva
RSZYD18187641	GWHARUA00000000	saliva
RSZYD18187648	GWHARUB00000000	saliva
RSZYD18187652	GWHARUC00000000	saliva
RSZYD18187654	GWHARUD00000000	saliva
RSZYD18187658	GWHARUE00000000	saliva
RSZYD18187660	GWHARUF00000000	saliva
RSZYD18187662	GWHARUG00000000	saliva
RSZYD18187666	GWHARUH00000000	saliva
RSZYD18187666	GWHARUI00000000	saliva
RSZYD18187669	GWHARUJ00000000	saliva
RSZYD18187669	GWHARUK00000000	saliva
RSZYD18187675	GWHARUL00000000	saliva
RSZYD18187676	GWHARUM00000000	saliva
RSZYD18187676	GWHARUN00000000	saliva
RSZYD18187683	GWHARUO00000000	saliva
RSZYD18187685	GWHARUP00000000	saliva
RSZYD18187690	GWHARUQ00000000	saliva
RSZYD18187691	GWHARUR00000000	saliva
RSZYD18187695	GWHARUS00000000	saliva
RSZYD18187695	GWHARUT00000000	saliva
RSZYD18187695	GWHARUU00000000	saliva
RSZYD18187697	GWHARUV00000000	saliva
RSZYD18187702	GWHARUW00000000	saliva
RSZYD18187704	GWHARUX00000000	saliva
RSZYD18187705	GWHARUY00000000	saliva
RSZYD18187705	GWHARUZ00000000	saliva
RSZYD18187714	GWHARVA00000000	saliva
RSZYD18187718	GWHARVB00000000	saliva
RSZYD18187718	GWHARVC00000000	saliva
RSZYD18187720	GWHARVD00000000	saliva
RSZYD18187721	GWHARVE00000000	saliva
RSZYD18187725	GWHARVF00000000	saliva
RSZYD18187725	GWHARVG00000000	saliva
RSZYD18187729	GWHARVH00000000	saliva
RSZYD18187730	GWHARVI00000000	saliva
RSZYD18187731	GWHARVJ00000000	saliva
RSZYD18187732	GWHARVK00000000	saliva
RSZYD18187758	GWHARVL00000000	saliva
RSZYD18187769	GWHARVM00000000	saliva
RSZYD18187772	GWHARVN00000000	saliva
RSZYD18187776	GWHARVO00000000	saliva
RSZYD18187781	GWHARVP00000000	saliva
RSZYD18187781	GWHARVQ00000000	saliva
RSZYD18187785	GWHARVR00000000	saliva
RSZYD18187799	GWHARVS00000000	saliva
RSZYD18187801	GWHARVT00000000	saliva
RSZYD18187801	GWHARVU00000000	saliva
RSZYD18187806	GWHARVV00000000	saliva
RSZYD18187817	GWHARVW00000000	saliva
RSZYD18187823	GWHARVX00000000	saliva
RSZYD18187827	GWHARVY00000000	saliva
RSZYD18187830	GWHARVZ00000000	saliva
RSZYD18187839	GWHARWA00000000	saliva
RSZYD18187839	GWHARWB00000000	saliva
RSZYD18187840	GWHARWC00000000	saliva
RSZYD18187841	GWHARWD00000000	saliva
RSZYD18187842	GWHARWE00000000	saliva
RSZYD18187844	GWHARWF00000000	saliva
RSZYD18187846	GWHARWG00000000	saliva
RSZYD18187847	GWHARWH00000000	saliva
RSZYD18187847	GWHARWI00000000	saliva
RSZYD18187852	GWHARWJ00000000	saliva
RSZYD18187859	GWHARWK00000000	saliva
RSZYD18187859	GWHARWL00000000	saliva
RSZYD18187860	GWHARWM00000000	saliva
RSZYD18187862	GWHARWN00000000	saliva
RSZYD18187862	GWHARWO00000000	saliva
RSZYD18187872	GWHARWP00000000	saliva
RSZYD18187881	GWHARWQ00000000	saliva
RSZYD18187882	GWHARWR00000000	saliva
RSZYD18187884	GWHARWS00000000	saliva
RSZYD18187884	GWHARWT00000000	saliva
RSZYD18187885	GWHARWU00000000	saliva
RSZYD18187889	GWHARWV00000000	saliva
RSZYD18187890	GWHARWW00000000	saliva
RSZYD18187896	GWHARWX00000000	saliva
RSZYD18187897	GWHARWY00000000	saliva
RSZYD18187899	GWHARWZ00000000	saliva
RSZYD18187904	GWHARXA00000000	saliva
RSZYD18187905	GWHARXB00000000	saliva
RSZYD18187907	GWHARXC00000000	saliva
RSZYD18187907	GWHARXD00000000	saliva
RSZYD18187908	GWHARXE00000000	saliva
RSZYD18187911	GWHARXF00000000	saliva
RSZYD18187916	GWHARXG00000000	saliva
RSZYD18187916	GWHARXH00000000	saliva
RSZYD18187916	GWHARXI00000000	saliva
RSZYD18187916	GWHARXJ00000000	saliva
RSZYD18187920	GWHARXK00000000	saliva
RSZYD18187925	GWHARXL00000000	saliva
RSZYD18187927	GWHARXM00000000	saliva
RSZYD18187927	GWHARXN00000000	saliva
RSZYD18187929	GWHARXO00000000	saliva
RSZYD18187929	GWHARXP00000000	saliva
RSZYD18187931	GWHARXQ00000000	saliva
RSZYD18187932	GWHARXR00000000	saliva
RSZYD18187933	GWHARXS00000000	saliva
RSZYD18187935	GWHARXT00000000	saliva
RSZYD18187939	GWHARXU00000000	saliva
RSZYD18187939	GWHARXV00000000	saliva
RSZYD18187953	GWHARXW00000000	saliva
RSZYD18187953	GWHARXX00000000	saliva
RSZYD18187958	GWHARXY00000000	saliva
RSZYD18187958	GWHARXZ00000000	saliva
RSZYD18187960	GWHARYA00000000	saliva
RSZYD18187963	GWHARYB00000000	saliva
RSZYD18187967	GWHARYC00000000	saliva
RSZYD18187968	GWHARYD00000000	saliva
RSZYD18187970	GWHARYE00000000	saliva
RSZYD18187972	GWHARYF00000000	saliva
RSZYD18187973	GWHARYG00000000	saliva
RSZYD18187976	GWHARYH00000000	saliva
RSZYD18187977	GWHARYI00000000	saliva
RSZYD18187977	GWHARYJ00000000	saliva
RSZYD18187978	GWHARYK00000000	saliva
RSZYD18187978	GWHARYL00000000	saliva
RSZYD18187985	GWHARYM00000000	saliva
RSZYD18187988	GWHARYN00000000	saliva
RSZYD18187988	GWHARYO00000000	saliva
RSZYD18187991	GWHARYP00000000	saliva
RDPYD18075162		
RDPYD18075163		
RDPYD18075164		
RDPYD18075165		
RDPYD18075167		
RDPYD18075169		
RDPYD18075171		
RDPYD18075172		
RDPYD18075173		
RDPYD18075174		
RDPYD18075177		
RDPYD18075180		
RDPYD18075182		
RDPYD18075185		
RDPYD18075186		
RDPYD18079669		
RDPYD18079670		
RDPYD18079675		
RDPYD18079680		
RDPYD18079681		
RDPYD18079685		
RDPYD18079688		
RDPYD18088778		
RDPYD18088780		
RDPYD18088785		
RDPYD18088787		
RDPYD18088788		
RDPYD18088791		
RDPYD18088792		
RDPYD18088795		
RDPYD18088796		
RDPYD18088797		
RDPYD18088798		
RDPYD18088799		
RDPYD18088803		
RDPYD18088806		
RDPYD18088809		
RDPYD18088812		
RDPYD18088814		
RDPYD18088816		
RDPYD18088817		
RDPYD18088818		
RDPYD18088821		
RDPYD18088822		
RDPYD18088823		
RDPYD18088824		
RDPYD18088825		
RDPYD18088827		
RDPYD18088830		
RDPYD18088831		
RDPYD18088832		
RDPYD18088833		
RDPYD18088834		
RDPYD18088837		
RDPYD18088845		
RDPYD18088848		
RDPYD18088851		
RDPYD18088852		
RDPYD18088853		
RDPYD18088854		
RDPYD18088855		
RDPYD18088856		
RDPYD18088857		
RDPYD18088860		
RDPYD18088861		
RDPYD18088862		
RDPYD18088863		
RDPYD18088864		
RDPYD18088865		
RDPYD18088868		
RDPYD18088871		
RDPYD18088872		
RDPYD18088874		
RDPYD18088875		
RDPYD18088878		
RDPYD18088879		
RDPYD18088881		
RDPYD18088886		
RDPYD18088887		
RDPYD18088889		
RDPYD18088896		
RDPYD18088898		
RDPYD18088903		
RDPYD18088907		
RDPYD18088909		
RDPYD18088913		
RDPYD18088914		
RDPYD18088917		
RDPYD18088918		
RDPYD18088920		
RDPYD18088921		
RDPYD18088922		
RDPYD18088924		
RDPYD18088927		
RDPYD18088929		
RDPYD18088930		
RDPYD18088932		
RDPYD18088939		
RDPYD18088946		
RDPYD18088948		
RDPYD18088949		
RDPYD18088950		
RDPYD18088951		
RDPYD18088953		
RDPYD18088955		
RDPYD18088956		
RDPYD18088957		
RDPYD18088959		
RDPYD18088960		
RDPYD18088961		
RDPYD18088965		
RDPYD18088966		
RDPYD18088971		
RDPYD18088972		
RDPYD18088973		
RDPYD18088974		
RDPYD18088975		
RDPYD18088977		
RDPYD18088978		
RDPYD18088980		
RDPYD18088984		
RDPYD18088985		
RDPYD18088986		
RDPYD18088987		
RDPYD18088988		
RDPYD18088989		
RDPYD18088990		
RDPYD18088998		
RDPYD18088999		
RDPYD18089004		
RDPYD18089008		
RDPYD18089012		
RDPYD18089013		
RDPYD18089016		
RDPYD18089020		
RDPYD18089028		
RDPYD18089032		
RDPYD18089038		
RDPYD18089046		
RDPYD18089048		
RDPYD18089226		
RDPYD18089232		
RDPYD18089233		
RDPYD18089236		
RDPYD18089237		
RDPYD18089242		
RDPYD18089245		
RDPYD18089247		
RDPYD18089256		
RDPYD18089257		
RDPYD18089258		
RDPYD18089259		
RDPYD18089262		
RDPYD18089265		
RDPYD18089267		
RDPYD18089269		
RDPYD18089271		
RDPYD18089273		
RDPYD18089274		
RDPYD18089275		
RDPYD18089276		
RDPYD18089277		
RDPYD18089291		
RDPYD18089293		
RDPYD18089296		
RDPYD18089297		
RDPYD18089299		
RDPYD18089302		
RDPYD18089303		
RDPYD18089304		
RDPYD18089305		
RDPYD18089307		
RDPYD18089308		
RDPYD18089309		
RDPYD18089314		
RDPYD18089316		
RDPYD18089320		
RDPYD18089321		
RDPYD18089322		
RDPYD18089324		
RDPYD18089325		
RDPYD18089328		
RDPYD18089332		
RDPYD18089333		
RDPYD18089336		
RDPYD18089341		
RDPYD18089348		
RDPYD18089351		
RDPYD18089352		
RDPYD18089354		
RDPYD18089355		
RDPYD18089359		
RDPYD18089361		
