Bin,symbol,size,color,fillcol,position
GWHAPYB00000000,2,1,#fea873,1,1
GWHARNS00000000,2,1,#fea873,1,1
GWHARDP00000000,2,1,#fea873,1,1
GWHAQWJ00000000,2,1,#fea873,1,1
GWHARSJ00000000,2,1,#fea873,1,1
ERS12516979.bin.r.35,2,1,#fea873,1,1
GWHAQGN00000000,2,1,#fea873,1,1
GWHARKU00000000,2,1,#fea873,1,1
HMP_2012__SRS012279__bin.32,2,1,#fea873,1,1
HMP_2012__SRS024081__bin.71,2,1,#fea873,1,1
GWHARVL00000000,2,1,#fea873,1,1
GWHAQKK00000000,2,1,#fea873,1,1
GWHAQJV00000000,2,1,#fea873,1,1
GWHAPUJ00000000,2,1,#fea873,1,1
GWHARJC00000000,2,1,#fea873,1,1
GWHARKZ00000000,2,1,#fea873,1,1
GWHARJH00000000,2,1,#fea873,1,1
GWHAQEA00000000,2,1,#fea873,1,1
GWHARKT00000000,2,1,#fea873,1,1
MGYG000298082,2,1,#fea873,1,1
MGYG000298849,2,1,#fea873,1,1
GWHAQUV00000000,2,1,#fea873,1,1
GWHAQVF00000000,2,1,#fea873,1,1
ERS12516990.bin.r.3,2,1,#fea873,1,1
ERS12516976.bin.r.50,2,1,#fea873,1,1
CM_cf__CF_TNFC057SA_t1M16__bin.9,2,1,#fea873,1,1
GWHAQGU00000000,2,1,#fea873,1,1
GWHAQMO00000000,2,1,#fea873,1,1
GWHAQZE00000000,2,1,#fea873,1,1
ERS12516975.bin.r.30,2,1,#fea873,1,1
ERS12516954.bin.r.17,2,1,#fea873,1,1
GWHAQQF00000000,2,1,#fea873,1,1
GWHAQZS00000000,2,1,#fea873,1,1
GWHARRD00000000,2,1,#fea873,1,1
GWHAQRA00000000,2,1,#fea873,1,1
GWHARLV00000000,2,1,#fea873,1,1
CMC033.B.bin.r.20,2,1,#fea873,1,1
GWHAQOC00000000,2,1,#fea873,1,1
ERS12516977.bin.r.4,2,1,#fea873,1,1
GWHAQRF00000000,2,1,#fea873,1,1
GWHAPSP00000000,2,1,#fea873,1,1
HMP_2012__SRS022719__bin.4,2,1,#fea873,1,1
MGYG000298505,2,1,#fea873,1,1
MGYG000298505,2,1,#fea873,1,1
GWHAQGR00000000,2,1,#fea873,1,1
GWHAQNS00000000,2,1,#fea873,1,1
GWHAQLQ00000000,2,1,#fea873,1,1
HMP_2012__SRS043663__bin.13,2,1,#fea873,1,1
GWHARDU00000000,2,1,#fea873,1,1
ERS12516981.bin.r.25,2,1,#fea873,1,1
GWHAPWE00000000,2,1,#fea873,1,1
GWHAQIY00000000,2,1,#fea873,1,1
GWHAQHK00000000,2,1,#fea873,1,1
GWHARIP00000000,2,1,#fea873,1,1
GWHARBJ00000000,2,1,#fea873,1,1
GWHARTX00000000,2,1,#fea873,1,1
ERS3774400.bin.r.5,2,1,#fea873,1,1
CMC024.B.bin.r.97,2,1,#fea873,1,1
ERS12516963.bin.r.15,2,1,#fea873,1,1
GWHARYJ00000000,2,1,#fea873,1,1
GWHARTI00000000,2,1,#fea873,1,1
GWHARHE00000000,2,1,#fea873,1,1
GWHAQZG00000000,2,1,#fea873,1,1
GWHARBW00000000,2,1,#fea873,1,1
GWHAQZM00000000,2,1,#fea873,1,1
GWHAPWP00000000,2,1,#fea873,1,1
GWHARTW00000000,2,1,#fea873,1,1
SRS3078091.bin.r.7,2,1,#fea873,1,1
SRS7212796.bin.r.11,2,1,#fea873,1,1
ERS6955110.bin.r.7,2,1,#fea873,1,1
ERS3774379.bin.r.11,2,1,#fea873,1,1
CMC023.A.bin.r.80,2,1,#fea873,1,1
SRS7212796.bin.r.7,2,1,#fea873,1,1
SRS11653580.bin.r.2,2,1,#fea873,1,1
SRS15300789.bin.r.11,2,1,#fea873,1,1
ERSX0002001.bin.r.34,2,1,#fea873,1,1
CMC023.A.bin.r.77,2,1,#fea873,1,1
ERS6955108.bin.r.8,2,1,#fea873,1,1
ERS3774487.bin.r.15,2,1,#fea873,1,1
ERS3774391.bin.r.18,2,1,#fea873,1,1
SRS473742.bin.r.3,2,1,#fea873,1,1
ERS3774488.bin.r.12,2,1,#fea873,1,1
CMC027.B.bin.r.81,2,1,#fea873,1,1
CMC038.A.bin.r.5,2,1,#fea873,1,1
HMP_2012__SRS063999__bin.13,2,1,#fea873,1,1
ERS11702783.bin.r.4,2,1,#fea873,1,1
MGYG000298125,2,1,#fea873,1,1
SRS473746.bin.r.52,2,1,#fea873,1,1
ERS11702812.bin.r.5,2,1,#fea873,1,1
CMC008.B.bin.r.17,2,1,#fea873,1,1
CMC013.B.bin.r.7,2,1,#fea873,1,1
CMC023.A.bin.r.85,2,1,#fea873,1,1
ERS6256697.bin.r.10,2,1,#fea873,1,1
ERSX0004066.bin.r.4,2,1,#fea873,1,1
HMP_2012__SRS016575__bin.36,2,1,#fea873,1,1
MGYG000298542,2,1,#fea873,1,1
ERS6256714.bin.r.4,2,1,#fea873,1,1
ERS6256701.bin.r.2,2,1,#fea873,1,1
ERS2985776.bin.r.7,2,1,#fea873,1,1
ERS3774422.bin.r.43,2,1,#fea873,1,1
ERS6256700.bin.r.1,2,1,#fea873,1,1
ERSX0004011.bin.r.1,2,1,#fea873,1,1
CMC039.B.bin.r.41,2,1,#fea873,1,1
SRS3078163.bin.r.1,2,1,#fea873,1,1
ERSX0004017.bin.r.7,2,1,#fea873,1,1
MGYG000298886,2,1,#fea873,1,1
CMC006.B.bin.r.67,2,1,#fea873,1,1
HMP_2012__SRS047634__bin.85,2,1,#fea873,1,1
CMC024.B.bin.r.98,2,1,#fea873,1,1
HMP_2012__SRS020340__bin.39,2,1,#fea873,1,1
HMP_2012__SRS053917__bin.3,2,1,#fea873,1,1
HMP_2012__SRS022602__bin.17,2,1,#fea873,1,1
HMP_2012__SRS022149__bin.14,2,1,#fea873,1,1
HMP_2012__SRS022536__bin.59,2,1,#fea873,1,1
HMP_2012__SRS011152__bin.19,2,1,#fea873,1,1
HMP_2012__SRS015215__bin.49,2,1,#fea873,1,1
HMP_2012__SRS018394__bin.25,2,1,#fea873,1,1
HMP_2012__SRS017691__bin.12,2,1,#fea873,1,1
HMP_2012__SRS013170__bin.2,2,1,#fea873,1,1
ERSX0003003.bin.r.43,2,1,#fea873,1,1
SRS473746.bin.r.33,2,1,#fea873,1,1
ERS2985783.bin.r.12,2,1,#fea873,1,1
CMC038.A.bin.r.9,2,1,#fea873,1,1
ERS6256708.bin.r.9,2,1,#fea873,1,1
SRS15300793.bin.r.9,2,1,#fea873,1,1
ERS2985748.bin.r.2,2,1,#fea873,1,1
CMC004.B.bin.r.68,2,1,#fea873,1,1
ERS12516944.bin.r.13,2,1,#fea873,1,1
GWHARSY00000000,2,1,#fea873,1,1
GWHAQQO00000000,2,1,#fea873,1,1
ERS12516956.bin.r.10,2,1,#fea873,1,1
GWHARVP00000000,2,1,#fea873,1,1
MGYG000298811,2,1,#fea873,1,1
GWHAQPT00000000,2,1,#fea873,1,1
ERS1202866.bin.r.14,2,1,#fea873,1,1
ERS12516975.bin.r.1,2,1,#fea873,1,1
FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.14,2,1,#fea873,1,1
ERS12516953.bin.r.26,2,1,#fea873,1,1
ERS12516952.bin.r.2,2,1,#fea873,1,1
GWHAQJK00000000,2,1,#fea873,1,1
GWHAPRH00000000,2,1,#fea873,1,1
ERS1202884.bin.r.15,2,1,#fea873,1,1
HMP_2012__SRS016740__bin.41,2,1,#fea873,1,1
GWHAPUD00000000,2,1,#fea873,1,1
GWHARUA00000000,2,1,#fea873,1,1
ERS1202868.bin.r.2,2,1,#fea873,1,1
GWHAQFE00000000,2,1,#fea873,1,1
GWHAPRQ00000000,2,1,#fea873,1,1
GWHAQHO00000000,2,1,#fea873,1,1
ERS12516949.bin.r.18,2,1,#fea873,1,1
ERS12516987.bin.r.25,2,1,#fea873,1,1
GWHAQQR00000000,2,1,#fea873,1,1
GWHAQEY00000000,2,1,#fea873,1,1
GWHAQNO00000000,2,1,#fea873,1,1
GWHAQWS00000000,2,1,#fea873,1,1
GWHAQAE00000000,2,1,#fea873,1,1
GWHAQQB00000000,2,1,#fea873,1,1
GWHAPTF00000000,2,1,#fea873,1,1
GWHARAY00000000,2,1,#fea873,1,1
HMP_2012__SRS047219__bin.28,2,1,#fea873,1,1
GWHAQCK00000000,2,1,#fea873,1,1
HMP_2012__SRS011343__bin.17,2,1,#fea873,1,1
ERS12516964.bin.r.48,2,1,#fea873,1,1
GWHAPXZ00000000,2,1,#fea873,1,1
GWHAQNF00000000,2,1,#fea873,1,1
ERS1202880.bin.r.12,2,1,#fea873,1,1
ERS12516960.bin.r.14,2,1,#fea873,1,1
ERS12516980.bin.r.60,2,1,#fea873,1,1
CMC038.B.bin.r.124,2,1,#fea873,1,1
HMP_2012__SRS049268__bin.27,2,1,#fea873,1,1
SRS15300787.bin.r.3,2,1,#fea873,1,1
CMC042.B.bin.r.32,2,1,#fea873,1,1
CMC003.B.bin.r.43,2,1,#fea873,1,1
CMC045.B.bin.r.60,2,1,#fea873,1,1
HMP_2012__SRS011255__bin.1,2,1,#fea873,1,1
HMP_2012__SRS063603__bin.45,2,1,#fea873,1,1
ERS12516980.bin.r.52,2,1,#fea873,1,1
CMC033.B.bin.r.24,2,1,#fea873,1,1
MGYG000298118,2,1,#fea873,1,1
MGYG000298118,2,1,#fea873,1,1
ERS11702760.bin.r.2,2,1,#fea873,1,1
CMC036.B.bin.r.59,2,1,#fea873,1,1
HMP_2012__SRS051244__bin.45,2,1,#fea873,1,1
HMP_2012__SRS024144__bin.12,2,1,#fea873,1,1
HMP_2012__SRS018443__bin.38,2,1,#fea873,1,1
HMP_2012__SRS063215__bin.4,2,1,#fea873,1,1
CMC006.B.bin.r.84,2,1,#fea873,1,1
ERS3774483.bin.r.2,2,1,#fea873,1,1
ERS11702790.bin.r.3,2,1,#fea873,1,1
MGYG000298905,2,1,#fea873,1,1
MGYG000298759,2,1,#fea873,1,1
ERS3774422.bin.r.54,2,1,#fea873,1,1
ERS11702732.bin.r.3,2,1,#fea873,1,1
ERS4042435.bin.r.13,2,1,#fea873,1,1
ERS6256716.bin.r.5,2,1,#fea873,1,1
ERS3774402.bin.r.8,2,1,#fea873,1,1
ERSX0004005.bin.r.1,2,1,#fea873,1,1
ERS4042406.bin.r.17,2,1,#fea873,1,1
MGYG000299081,2,1,#fea873,1,1
MGYG000299081,2,1,#fea873,1,1
CMC023.A.bin.r.62,2,1,#fea873,1,1
MGYG000299028,2,1,#fea873,1,1
MGYG000299028,2,1,#fea873,1,1
MGYG000298874,2,1,#fea873,1,1
MGYG000298874,2,1,#fea873,1,1
ERS3774441.bin.r.17,2,1,#fea873,1,1
ERS3774451.bin.r.4,2,1,#fea873,1,1
ERS3774450.bin.r.1,2,1,#fea873,1,1
GWHAPQZ00000000,2,1,#fea873,1,1
CMC013.B.bin.r.32,2,1,#fea873,1,1
ERS12516985.bin.r.13,2,1,#fea873,1,1
GWHAREV00000000,2,1,#fea873,1,1
GWHAQPE00000000,2,1,#fea873,1,1
ERS12516936.bin.r.39,2,1,#fea873,1,1
ERS12516940.bin.r.10,2,1,#fea873,1,1
CMC023.A.bin.r.42,2,1,#fea873,1,1
ERS12516948.bin.r.38,2,1,#fea873,1,1
ERS6256722.bin.r.1,2,1,#fea873,1,1
ERS12516950.bin.r.11,2,1,#fea873,1,1
ERS12516994.bin.r.39,2,1,#fea873,1,1
ERS12516970.bin.r.87,2,1,#fea873,1,1
ERS12516932.bin.r.16,2,1,#fea873,1,1
MGYG000298236,2,1,#fea873,1,1
GWHARHJ00000000,2,1,#fea873,1,1
GWHARQF00000000,2,1,#fea873,1,1
GWHARQQ00000000,2,1,#fea873,1,1
HMP_2012__SRS053917__bin.45,2,1,#fea873,1,1
MGYG000299031,2,1,#fea873,1,1
GWHAPVO00000000,2,1,#fea873,1,1
GWHAPRG00000000,2,1,#fea873,1,1
GWHAQBG00000000,2,1,#fea873,1,1
GWHAPML00000000,2,1,#fea873,1,1
ERS12516992.bin.r.38,2,1,#fea873,1,1
GWHAQVY00000000,2,1,#fea873,1,1
GWHARBO00000000,2,1,#fea873,1,1
GWHARUH00000000,2,1,#fea873,1,1
GWHAQTI00000000,2,1,#fea873,1,1
GWHARWJ00000000,2,1,#fea873,1,1
GWHARIR00000000,2,1,#fea873,1,1
GWHAPRN00000000,2,1,#fea873,1,1
MGYG000299138,2,1,#fea873,1,1
MGYG000299138,2,1,#fea873,1,1
HMP_2012__SRS012279__bin.56,2,1,#fea873,1,1
MGYG000299167,2,1,#fea873,1,1
HMP_2012__SRS020226__bin.68,2,1,#fea873,1,1
GWHAQWQ00000000,2,1,#fea873,1,1
GWHAQZV00000000,2,1,#fea873,1,1
GWHAQLH00000000,2,1,#fea873,1,1
GWHAQBQ00000000,2,1,#fea873,1,1
HMP_2012__SRS019974__bin.7,2,1,#fea873,1,1
HMP_2012__SRS057791__bin.6,2,1,#fea873,1,1
GWHAQXS00000000,2,1,#fea873,1,1
HMP_2012__SRS024447__bin.2,2,1,#fea873,1,1
GWHARKK00000000,2,1,#fea873,1,1
HMP_2012__SRS023926__bin.18,2,1,#fea873,1,1
ERS12516990.bin.r.17,2,1,#fea873,1,1
CMC016.B.bin.r.107,2,1,#fea873,1,1
HMP_2012__SRS016569__bin.14,2,1,#fea873,1,1
GWHAPTI00000000,2,1,#fea873,1,1
GWHAQNP00000000,2,1,#fea873,1,1
GWHARMT00000000,2,1,#fea873,1,1
ERS12516952.bin.r.6,2,1,#fea873,1,1
GWHARDW00000000,2,1,#fea873,1,1
GWHAQER00000000,2,1,#fea873,1,1
ERS6955143.bin.r.12,2,1,#fea873,1,1
HMP_2012__SRS013946__bin.14,2,1,#fea873,1,1
ERS12516955.bin.r.48,2,1,#fea873,1,1
ERS12516941.bin.r.12,2,1,#fea873,1,1
GWHAQOR00000000,2,1,#fea873,1,1
GWHAPWK00000000,2,1,#fea873,1,1
GWHARPT00000000,2,1,#fea873,1,1
MGYG000298936,2,1,#fea873,1,1
ERS12516968.bin.r.3,2,1,#fea873,1,1
GWHAPOT00000000,2,1,#fea873,1,1
GWHAPTA00000000,2,1,#fea873,1,1
MGYG000298903,2,1,#fea873,1,1
GWHARMP00000000,2,1,#fea873,1,1
ERS12516985.bin.r.4,2,1,#fea873,1,1
ERS1202862.bin.r.10,2,1,#fea873,1,1
GWHARAI00000000,2,1,#fea873,1,1
GWHAQYC00000000,2,1,#fea873,1,1
GWHAQUA00000000,2,1,#fea873,1,1
GWHARAL00000000,2,1,#fea873,1,1
GWHAQEQ00000000,2,1,#fea873,1,1
GWHAQWW00000000,2,1,#fea873,1,1
GWHARCZ00000000,2,1,#fea873,1,1
GWHARTV00000000,2,1,#fea873,1,1
GWHARWI00000000,2,1,#fea873,1,1
GWHAQDQ00000000,2,1,#fea873,1,1
GWHARMQ00000000,2,1,#fea873,1,1
GWHAQGB00000000,2,1,#fea873,1,1
GWHAROD00000000,2,1,#fea873,1,1
GWHAQIR00000000,2,1,#fea873,1,1
GWHARBH00000000,2,1,#fea873,1,1
GWHARQL00000000,2,1,#fea873,1,1
GWHAQUT00000000,2,1,#fea873,1,1
GWHAQDD00000000,2,1,#fea873,1,1
HMP_2012__SRS054569__bin.9,2,1,#fea873,1,1
GWHARJN00000000,2,1,#fea873,1,1
GWHAQFI00000000,2,1,#fea873,1,1
GWHARBF00000000,2,1,#fea873,1,1
GWHARYL00000000,2,1,#fea873,1,1
GWHARRY00000000,2,1,#fea873,1,1
HMP_2012__SRS050029__bin.6,2,1,#fea873,1,1
GWHAQGC00000000,2,1,#fea873,1,1
GWHARVO00000000,2,1,#fea873,1,1
GWHARAW00000000,2,1,#fea873,1,1
GWHAQFF00000000,2,1,#fea873,1,1
MGYG000299118,2,1,#fea873,1,1
MGYG000299118,2,1,#fea873,1,1
ERS12516959.bin.r.12,2,1,#fea873,1,1
HMP_2012__SRS011247__bin.12,2,1,#fea873,1,1
GWHARTQ00000000,2,1,#fea873,1,1
GWHARDS00000000,2,1,#fea873,1,1
MGYG000299074,2,1,#fea873,1,1
ERS12516949.bin.r.15,2,1,#fea873,1,1
GWHAPYK00000000,2,1,#fea873,1,1
ERS12516956.bin.r.7,2,1,#fea873,1,1
GWHARBK00000000,2,1,#fea873,1,1
HMP_2012__SRS056622__bin.29,2,1,#fea873,1,1
CMC038.B.bin.r.26,2,1,#fea873,1,1
HMP_2012__SRS019077__bin.3,2,1,#fea873,1,1
HMP_2012__SRS018337__bin.19,2,1,#fea873,1,1
ERS3774380.bin.r.9,2,1,#fea873,1,1
CM_periimplantitis__SP_282SPT_T016_R__bin.19,2,1,#fea873,1,1
GWHAQOF00000000,2,1,#fea873,1,1
HMP_2012__SRS017511__bin.7,2,1,#fea873,1,1
CMC031.B.bin.r.3,2,1,#fea873,1,1
HMP_2012__SRS024289__bin.35,2,1,#fea873,1,1
HMP_2012__SRS018971__bin.3,2,1,#fea873,1,1
GWHARLU00000000,2,1,#fea873,1,1
GWHARBL00000000,2,1,#fea873,1,1
HMP_2012__SRS019028__bin.60,2,1,#fea873,1,1
MGYG000298566,2,1,#fea873,1,1
GWHAPTD00000000,2,1,#fea873,1,1
CMC001.B.bin.r.20,2,1,#fea873,1,1
CM_periimplantitis__SP_304SPI_T016__bin.8,2,1,#fea873,1,1
HMP_2012__SRS011255__bin.32,2,1,#fea873,1,1
GWHARGO00000000,2,1,#fea873,1,1
GWHAQXV00000000,2,1,#fea873,1,1
CMC015.B.bin.r.42,2,1,#fea873,1,1
ERS3774422.bin.r.55,2,1,#fea873,1,1
HMP_2012__SRS017304__bin.12,2,1,#fea873,1,1
ERS6955165.bin.r.18,2,1,#fea873,1,1
HMP_2012__SRS015947__bin.5,2,1,#fea873,1,1
GWHAQAM00000000,2,1,#fea873,1,1
GWHARYH00000000,2,1,#fea873,1,1
MGYG000298966,2,1,#fea873,1,1
HMP_2012__SRS054430__bin.33,2,1,#fea873,1,1
HMP_2012__SRS023964__bin.43,2,1,#fea873,1,1
HMP_2012__SRS019073__bin.24,2,1,#fea873,1,1
ERS3774379.bin.r.18,2,1,#fea873,1,1
ERS3774380.bin.r.14,2,1,#fea873,1,1
HMP_2012__SRS064449__bin.53,2,1,#fea873,1,1
GWHAQDU00000000,2,1,#fea873,1,1
GWHAQGI00000000,2,1,#fea873,1,1
HMP_2012__SRS019071__bin.62,2,1,#fea873,1,1
GWHARKG00000000,2,1,#fea873,1,1
GWHARGY00000000,2,1,#fea873,1,1
GWHARJS00000000,2,1,#fea873,1,1
GWHARWA00000000,2,1,#fea873,1,1
GWHAQZN00000000,2,1,#fea873,1,1
CMC032.B.bin.r.18,2,1,#fea873,1,1
ERS3774438.bin.r.12,2,1,#fea873,1,1
ERS3395765.bin.r.4,2,1,#fea873,1,1
HMP_2012__SRS023595__bin.66,2,1,#fea873,1,1
GWHAQXD00000000,2,1,#fea873,1,1
GWHAPUL00000000,2,1,#fea873,1,1
ERS12516932.bin.r.6,2,1,#fea873,1,1
HMP_2012__SRS018300__bin.36,2,1,#fea873,1,1
ERSX0003003.bin.r.48,2,1,#fea873,1,1
HMP_2012__SRS014476__bin.33,2,1,#fea873,1,1
HMP_2012__SRS016575__bin.19,2,1,#fea873,1,1
GWHAQGP00000000,2,1,#fea873,1,1
ERS12516967.bin.r.3,2,1,#fea873,1,1
GWHARGV00000000,2,1,#fea873,1,1
HMP_2012__SRS019607__bin.33,2,1,#fea873,1,1
GWHARQH00000000,2,1,#fea873,1,1
HMP_2012__SRS047824__bin.22,2,1,#fea873,1,1
ERS12516962.bin.r.33,2,1,#fea873,1,1
ERS12516961.bin.r.12,2,1,#fea873,1,1
SRS473746.bin.r.57,2,1,#fea873,1,1
HMP_2012__SRS011098__bin.18,2,1,#fea873,1,1
HMP_2012__SRS017139__bin.58,2,1,#fea873,1,1
HMP_2012__SRS014690__bin.11,2,1,#fea873,1,1
ERS12516962.bin.r.10,2,1,#fea873,1,1
HMP_2012__SRS053917__bin.37,2,1,#fea873,1,1
HMP_2012__SRS024447__bin.42,2,1,#fea873,1,1
HMP_2012__SRS024580__bin.10,2,1,#fea873,1,1
GWHARHD00000000,2,1,#fea873,1,1
ERS12516967.bin.r.38,2,1,#fea873,1,1
ERS12516930.bin.r.25,2,1,#fea873,1,1
BritoIL_2016__WL.44.SA__bin.1,2,1,#fea873,1,1
ERS12516992.bin.r.25,2,1,#fea873,1,1
GWHAPMB00000000,2,1,#fea873,1,1
CMC018.B.bin.r.87,2,1,#fea873,1,1
ERS6955114.bin.r.20,2,1,#fea873,1,1
ERS4042406.bin.r.9,2,1,#fea873,1,1
MGYG000298160,2,1,#fea873,1,1
SRS4625239.bin.r.11,2,1,#fea873,1,1
ERSX0002001.bin.r.35,2,1,#fea873,1,1
ERS3774468.bin.r.15,2,1,#fea873,1,1
CMC011.B.bin.r.65,2,1,#fea873,1,1
ERS12516970.bin.r.117,2,1,#fea873,1,1
SRS15300800.bin.r.4,2,1,#fea873,1,1
ERS6955108.bin.r.14,2,1,#fea873,1,1
SRS4625239.bin.r.2,2,1,#fea873,1,1
MGYG000298673,2,1,#fea873,1,1
CMC011.B.bin.r.86,2,1,#fea873,1,1
ERS12516967.bin.r.5,2,1,#fea873,1,1
CMC023.A.bin.r.50,2,1,#fea873,1,1
ERS6955130.bin.r.36,2,1,#fea873,1,1
CM_periimplantitis__SP_264SPI_T016__bin.10,2,1,#fea873,1,1
CM_periimplantitis__SP_304SPI_T016__bin.5,2,1,#fea873,1,1
SRS11653560.bin.r.1,2,1,#fea873,1,1
ERSX0004093.bin.r.6,2,1,#fea873,1,1
ERSX0004094.bin.r.4,2,1,#fea873,1,1
ERS6256707.bin.r.1,2,1,#fea873,1,1
SRS3078204.bin.r.4,2,1,#fea873,1,1
ERS6256686.bin.r.5,2,1,#fea873,1,1
ERS6955108.bin.r.7,2,1,#fea873,1,1
ERS11702729.bin.r.3,2,1,#fea873,1,1
ERS6256702.bin.r.1,2,1,#fea873,1,1
ERSX0004097.bin.r.3,2,1,#fea873,1,1
ERSX0004097.bin.r.2,2,1,#fea873,1,1
ERSX0004070.bin.r.2,2,1,#fea873,1,1
ERS3774417.bin.r.1,2,1,#fea873,1,1
ERS3774419.bin.r.15,2,1,#fea873,1,1
CMC018.B.bin.r.56,2,1,#fea873,1,1
GWHARPK00000000,2,1,#fea873,1,1
GWHAQPC00000000,2,1,#fea873,1,1
ERS12516967.bin.r.21,2,1,#fea873,1,1
ERS12516980.bin.r.59,2,1,#fea873,1,1
MGYG000298690,2,1,#fea873,1,1
CM_periimplantitis__SP_502SPI_T016__bin.11,2,1,#fea873,1,1
ERS12516980.bin.r.50,2,1,#fea873,1,1
ERS3774422.bin.r.30,2,1,#fea873,1,1
HMP_2012__SRS023595__bin.80,2,1,#fea873,1,1
GWHAQLA00000000,2,1,#fea873,1,1
CMC031.B.bin.r.35,2,1,#fea873,1,1
CMC039.B.bin.r.38,2,1,#fea873,1,1
CMC022.B.bin.r.67,2,1,#fea873,1,1
GWHAQLC00000000,2,1,#fea873,1,1
ERS12516970.bin.r.88,2,1,#fea873,1,1
CMC022.B.bin.r.74,2,1,#fea873,1,1
HMP_2012__SRS058808__bin.20,2,1,#fea873,1,1
CMC021.B.bin.r.34,2,1,#fea873,1,1
GWHAPTT00000000,2,1,#fea873,1,1
GWHAPMI00000000,2,1,#fea873,1,1
GWHAPQO00000000,2,1,#fea873,1,1
GWHAQWP00000000,2,1,#fea873,1,1
ERS12516980.bin.r.67,2,1,#fea873,1,1
CMC038.B.bin.r.120,2,1,#fea873,1,1
ERS12516967.bin.r.34,2,1,#fea873,1,1
ERS12516950.bin.r.21,2,1,#fea873,1,1
ERS12516937.bin.r.18,2,1,#fea873,1,1
ERS12516935.bin.r.3,2,1,#fea873,1,1
CMC012.B.bin.r.46,2,1,#fea873,1,1
ERS12516967.bin.r.36,2,1,#fea873,1,1
GWHARLH00000000,2,1,#fea873,1,1
CMC018.B.bin.r.23,2,1,#fea873,1,1
GWHARLK00000000,2,1,#fea873,1,1
ERS12516963.bin.r.36,2,1,#fea873,1,1
GWHAPXH00000000,2,1,#fea873,1,1
GWHAQWO00000000,2,1,#fea873,1,1
CMC038.B.bin.r.66,2,1,#fea873,1,1
GWHAPOD00000000,2,1,#fea873,1,1
HMP_2012__SRS016331__bin.13,2,1,#fea873,1,1
GWHAQAH00000000,2,1,#fea873,1,1
ERS12516977.bin.r.18,2,1,#fea873,1,1
GWHAREW00000000,2,1,#fea873,1,1
CMC038.A.bin.r.78,2,1,#fea873,1,1
CMC018.B.bin.r.60,2,1,#fea873,1,1
CMC018.B.bin.r.49,2,1,#fea873,1,1
CMC030.B.bin.r.30,2,1,#fea873,1,1
CMC022.B.bin.r.72,2,1,#fea873,1,1
HMP_2012__SRS075404__bin.80,2,1,#fea873,1,1
GWHAQYS00000000,2,1,#fea873,1,1
ERS12516970.bin.r.133,2,1,#fea873,1,1
GWHAQTH00000000,2,1,#fea873,1,1
GWHAQGY00000000,2,1,#fea873,1,1
CMC038.B.bin.r.34,2,1,#fea873,1,1
CMC033.B.bin.r.47,2,1,#fea873,1,1
CMC023.A.bin.r.2,2,1,#fea873,1,1
GWHARPG00000000,2,1,#fea873,1,1
ERS12516970.bin.r.84,2,1,#fea873,1,1
CMC004.B.bin.r.58,2,1,#fea873,1,1
HMP_2012__SRS016331__bin.15,2,1,#fea873,1,1
ERS12516970.bin.r.127,2,1,#fea873,1,1
GWHAQEH00000000,2,1,#fea873,1,1
HMP_2012__SRS022149__bin.18,2,1,#fea873,1,1
ERS12516980.bin.r.46,2,1,#fea873,1,1
ERS12516980.bin.r.56,2,1,#fea873,1,1
ERS12516970.bin.r.76,2,1,#fea873,1,1
ERS12516970.bin.r.68,2,1,#fea873,1,1
ERS12516969.bin.r.27,2,1,#fea873,1,1
CMC038.A.bin.r.98,2,1,#fea873,1,1
ERS12516970.bin.r.58,2,1,#fea873,1,1
HMP_2012__SRS017209__bin.44,2,1,#fea873,1,1
ERS12516978.bin.r.10,2,1,#fea873,1,1
ERS12516970.bin.r.64,2,1,#fea873,1,1
GWHAPQQ00000000,2,1,#fea873,1,1
HMP_2012__SRS014691__bin.50,2,1,#fea873,1,1
GWHAQPS00000000,2,1,#fea873,1,1
CMC004.B.bin.r.101,2,1,#fea873,1,1
GWHAQPB00000000,2,1,#fea873,1,1
GWHAPQW00000000,2,1,#fea873,1,1
ERS12516970.bin.r.17,2,1,#fea873,1,1
GWHARGG00000000,2,1,#fea873,1,1
CMC045.B.bin.r.84,2,1,#fea873,1,1
GWHARUX00000000,2,1,#fea873,1,1
ERS12516938.bin.r.37,2,1,#fea873,1,1
GWHAREY00000000,2,1,#fea873,1,1
CMC025.B.bin.r.8,2,1,#fea873,1,1
ERS12516970.bin.r.96,2,1,#fea873,1,1
HMP_2012__SRS014476__bin.27,2,1,#fea873,1,1
ERS12516962.bin.r.51,2,1,#fea873,1,1
CMC023.A.bin.r.4,2,1,#fea873,1,1
CMC018.B.bin.r.2,2,1,#fea873,1,1
FerrettiP_2018__CA_C10052IS2909SA_t1M16__bin.2,2,1,#fea873,1,1
ERS12516967.bin.r.19,2,1,#fea873,1,1
ERS12516980.bin.r.25,2,1,#fea873,1,1
HMP_2012__SRS053603__bin.26,2,1,#fea873,1,1
HMP_2012__SRS014271__bin.65,2,1,#fea873,1,1
ERS12516973.bin.r.31,2,1,#fea873,1,1
ERS3774379.bin.r.17,2,1,#fea873,1,1
CMC022.B.bin.r.83,2,1,#fea873,1,1
ERS3774422.bin.r.58,2,1,#fea873,1,1
CMC024.B.bin.r.45,2,1,#fea873,1,1
CMC030.B.bin.r.33,2,1,#fea873,1,1
HMP_2012__SRS023938__bin.42,2,1,#fea873,1,1
